like1,parP0,parHs,parD,parr,parphi_soil_top,parphi_weathered_top,parphi_fresh,simulation_0,chain
1.3247977,8.933183e-05,0.83585536,0.0016678232,0.43635195,0.4540534,0.27260414,0.08560294,1.3247977,0.0
1.4727812,0.00015714177,0.32312343,0.0015070696,0.26954627,0.54894596,0.3022143,0.08788272,1.4727812,0.0
1.8078314,0.00014164422,0.9461751,0.0016113297,0.28561828,0.51293105,0.3494541,0.092266716,1.8078314,0.0
1.466818,5.9362665e-05,0.40113997,0.0014053308,0.3657063,0.56395316,0.2605755,0.07596508,1.466818,0.0
1.4378877,0.000109027234,0.16940068,0.00198776,0.31148288,0.5579359,0.28394306,0.09985197,1.4378877,0.0
2.2157483,6.4667525e-05,0.40032837,0.00062691217,0.4448357,0.56814784,0.2645911,0.059153866,2.2157483,0.0
3.2033813,0.00012778326,0.7865088,0.0016875368,0.66407853,0.5369651,0.2997838,0.050863788,3.2033813,0.0
3.418168,0.00018279745,0.17208236,0.000323631,0.89533466,0.45690614,0.28451046,0.08065501,3.418168,0.0
1.2471906,5.814535e-05,0.1699491,0.0009049979,0.5183286,0.48608822,0.29682297,0.094028994,1.2471906,0.0
1.4295981,0.00017570949,0.13721667,0.0017567563,0.46386608,0.5863878,0.26155823,0.08464762,1.4295981,0.0
1.8083373,3.5611654e-05,0.1952019,0.00076886575,0.40459478,0.5056144,0.3997055,0.05628468,1.8083373,0.0
3.8041258,5.3256947e-05,0.32861254,0.0017872235,0.9398974,0.5266923,0.3748995,0.0758412,3.8041258,0.0
1.7602696,0.00015663145,0.6596452,0.0015061237,0.4000693,0.56422836,0.4386974,0.09455448,1.7602696,0.0
1.6430207,0.0001838951,0.19384065,0.000988869,0.34103706,0.4896561,0.4224606,0.06729063,1.6430207,0.0
2.4244425,7.8361314e-05,0.22597596,0.001237812,0.8233125,0.5857647,0.2920251,0.09146092,2.4244425,0.0
2.4602194,3.160279e-05,0.2853254,0.0010964227,0.65125597,0.4545471,0.30489385,0.068979196,2.4602194,0.0
1.7333418,0.00010560668,0.1437676,0.0009425491,0.2835722,0.5059845,0.3631796,0.085603654,1.7333418,0.0
4.4433703,8.521673e-05,0.17169055,0.0014558156,0.9031001,0.57242376,0.3357862,0.055721175,4.4433703,0.0
2.2382815,0.00013947955,0.9503047,0.0018931703,0.7665011,0.5230638,0.34298605,0.08299961,2.2382815,0.0
1.8424186,0.00013313188,0.19631419,0.0015541745,0.39852372,0.5714829,0.30019343,0.061539788,1.8424186,0.0
3.804847,0.00014486173,0.6404484,0.0008164548,0.88706374,0.49155012,0.37433088,0.06490699,3.804847,0.0
2.0770843,0.00011844432,0.6951715,0.001151878,0.54451597,0.5451064,0.37799117,0.05990953,2.0770843,0.0
3.3945704,0.00017641361,0.7505048,0.0018363488,0.88013214,0.4583616,0.25190863,0.076540984,3.3945704,0.0
1.3740965,0.00015117995,0.27456227,0.0007883595,0.48838618,0.5489224,0.37324676,0.07959293,1.3740965,0.0
2.0476184,9.266473e-05,0.39734632,0.0005357503,0.62181705,0.5305711,0.44616702,0.06550085,2.0476184,0.0
1.203642,0.00014815816,0.3150467,0.00021188149,0.42849845,0.5683678,0.2740868,0.0975024,1.203642,0.0
1.7356344,0.00019837597,0.49222767,0.00034970202,0.30179137,0.5613904,0.2665689,0.06164104,1.7356344,0.0
2.0252516,0.0001977095,0.8487252,0.00138968,0.28104952,0.5575449,0.27017844,0.05050163,2.0252516,0.0
1.6047388,3.9678693e-05,0.660123,0.0012045489,0.7025016,0.5059464,0.44872043,0.08952043,1.6047388,0.0
1.8624278,0.00015736496,0.83622414,0.0008734798,0.5733697,0.5112796,0.42654535,0.06521869,1.8624278,0.0
3.5660837,0.00019432572,0.31074527,0.001032249,0.9102737,0.49624312,0.43467426,0.07834879,3.5660837,0.0
2.9973047,0.00012805477,0.61581534,0.0018766376,0.9109432,0.59586257,0.39431286,0.09173385,2.9973047,0.0
2.459093,6.902253e-05,0.46562368,0.001443385,0.6295465,0.5808826,0.36501187,0.06052057,2.459093,0.0
2.3548114,0.00016862254,0.88595897,0.000100171375,0.5799232,0.5004662,0.37761897,0.054668758,2.3548114,0.0
1.4819729,0.00015975551,0.6912185,0.00026343076,0.53070086,0.5557219,0.3529349,0.07764649,1.4819729,0.0
2.9631803,9.866391e-05,0.56197816,0.0007961915,0.9119092,0.50122803,0.37491426,0.094929546,2.9631803,0.0
1.3537307,0.00014687744,0.15652438,0.0006577692,0.4828603,0.5665886,0.35646236,0.08086592,1.3537307,0.0
1.3147572,0.00018246674,0.8737233,0.0018676997,0.28946492,0.55179363,0.25963184,0.07879562,1.3147572,0.0
1.8121867,0.00010656783,0.3965629,0.00021915164,0.361841,0.4720841,0.2817002,0.062060107,1.8121867,0.0
1.9970391,9.847547e-05,0.65477365,0.0014888858,0.25997427,0.56248355,0.3756583,0.089414045,1.9970391,0.0
1.8137988,0.000112152426,0.41429883,0.00058707246,0.69795626,0.5407067,0.41884157,0.08300066,1.8137988,0.0
2.5538857,4.095139e-05,0.21632864,0.0002213461,0.46053758,0.4958398,0.25319824,0.054317765,2.5538857,0.0
1.7326093,0.00018633687,0.3957776,0.000563824,0.28692496,0.549371,0.39223987,0.0725569,1.7326093,0.0
2.4485137,0.00011968574,0.66577953,0.0017150625,0.83760905,0.5893645,0.3910169,0.087466374,2.4485137,0.0
2.5392814,9.466993e-05,0.15319794,0.0018674053,0.4066479,0.5038478,0.25462493,0.050944433,2.5392814,0.0
3.4847693,0.00010230903,0.75945675,0.0013755331,0.92922246,0.47851056,0.33677799,0.08307019,3.4847693,0.0
2.9913876,7.281217e-05,0.63249564,0.0019222904,0.59141976,0.5845279,0.28189084,0.05121694,2.9913876,0.0
2.1805835,0.00014385894,0.7657969,0.0013393617,0.8535934,0.53067756,0.41393632,0.09720522,2.1805835,0.0
2.5501978,0.0001949577,0.58862555,0.001694626,0.6410836,0.5425582,0.2839662,0.06629578,2.5501978,0.0
2.4676502,0.000113532486,0.47104204,0.00022366291,0.53440017,0.47302806,0.2578317,0.06194227,2.4676502,0.0
1.580144,4.0062318e-05,0.7752057,0.0007626363,0.3292877,0.5592563,0.32011488,0.064736664,1.580144,0.0
