like1,parP0,parHs,parD,parr,parphi_soil_top,parphi_weathered_top,parphi_fresh,simulation_0,chain
1.8833337,0.00016402687,0.4686351,0.00032664236,0.53981096,0.4650113,0.31379914,0.07067724,1.8833337,0.0
1.5835035,0.00013015646,0.7006437,0.0011967157,0.3786601,0.5005853,0.43710178,0.074446954,1.5835035,0.0
1.8090636,0.00011666469,0.7120603,0.00014251818,0.43946552,0.50063634,0.43421063,0.05657315,1.8090636,0.0
2.1540272,7.8596124e-05,0.5521405,0.0007512366,0.65381,0.5762943,0.36092266,0.07072767,2.1540272,0.0
2.9601288,0.00017015211,0.96837425,0.0017593056,0.72758967,0.59925485,0.33762783,0.05873199,2.9601288,0.0
1.5774018,7.841033e-05,0.483777,0.0018473595,0.35458523,0.5498396,0.32658467,0.06565436,1.5774018,0.0
2.0790896,0.0001665529,0.40331692,0.00059948146,0.26915282,0.5937322,0.39702702,0.087777056,2.0790896,0.0
2.1901112,0.00014677236,0.23198463,0.0018162809,0.67793363,0.46616015,0.3957797,0.073062964,2.1901112,0.0
1.3840971,0.00012141321,0.7138027,0.00011560543,0.4601374,0.531587,0.40434828,0.085007645,1.3840971,0.0
3.6663465,7.3345385e-05,0.15338564,0.0019103686,0.8211542,0.5973764,0.34226435,0.057315882,3.6663465,0.0
4.137367,0.00016847825,0.1356901,0.00070952764,0.8579518,0.5726795,0.26139158,0.05537292,4.137367,0.0
2.65009,8.644628e-05,0.95174545,0.0013481607,0.684624,0.5415853,0.26256546,0.06972681,2.65009,0.0
1.717819,0.0001337303,0.5418946,0.0019931442,0.5536618,0.46512118,0.328692,0.07647469,1.717819,0.0
1.5216999,4.698967e-05,0.61217433,0.0013132904,0.44773585,0.55626297,0.44086215,0.06971703,1.5216999,0.0
4.089368,9.951868e-05,0.6722114,0.00050571014,0.9003705,0.45273295,0.44627512,0.06149899,4.089368,0.0
1.7069412,5.933434e-05,0.9306779,0.0010869702,0.69601387,0.5764477,0.40631247,0.085770115,1.7069412,0.0
1.3035345,0.00010612765,0.2705011,0.0013737928,0.62020814,0.52917755,0.3592227,0.09575133,1.3035345,0.0
1.8707985,0.00010476915,0.5974908,0.001919693,0.651155,0.5707815,0.29458627,0.08473849,1.8707985,0.0
2.5872722,0.00011925922,0.17578141,0.0005086783,0.51199347,0.5397949,0.27534246,0.05423208,2.5872722,0.0
3.6776388,0.00018164082,0.9841712,0.0012862745,0.9362933,0.48388258,0.31507012,0.074812695,3.6776388,0.0
1.4561037,0.00012836684,0.886573,0.0019626666,0.26295772,0.49017045,0.31196767,0.07586816,1.4561037,0.0
2.9218946,7.6396296e-05,0.61763036,0.0019241105,0.76667815,0.47498602,0.38293958,0.06617951,2.9218946,0.0
1.8890393,4.8809216e-05,0.4691812,0.0015689355,0.27845976,0.5902194,0.42609978,0.051285673,1.8890393,0.0
1.2566592,0.00012650328,0.9696169,0.0014194187,0.5994351,0.5844659,0.29768524,0.09951382,1.2566592,0.0
1.6743902,5.492742e-05,0.6746457,0.0012590139,0.37657478,0.4793973,0.35118353,0.061872452,1.6743902,0.0
1.6097696,0.000116278185,0.71720624,0.00055822515,0.3580708,0.4835174,0.41689676,0.06934578,1.6097696,0.0
2.4275289,0.00010137845,0.73779184,0.0014061922,0.65096486,0.52950615,0.31378162,0.06739115,2.4275289,0.0
1.5535307,0.00013402138,0.49187535,0.00047534145,0.33823088,0.58870935,0.33376083,0.09194296,1.5535307,0.0
2.4978755,0.00019951072,0.97123545,0.00048240813,0.90244204,0.5346858,0.27935368,0.09134389,2.4978755,0.0
2.1998234,4.1062278e-05,0.45539674,0.0017215504,0.8197838,0.51590645,0.358249,0.09482629,2.1998234,0.0
3.8200676,0.0001567384,0.43966874,0.0017815552,0.89843166,0.53037316,0.40158,0.068563774,3.8200676,0.0
2.6186998,0.00011374933,0.44561967,0.0018643829,0.56524366,0.49664125,0.32567298,0.054082397,2.6186998,0.0
2.771155,0.00010590052,0.15810657,0.0010411975,0.71723235,0.596636,0.40815794,0.061023764,2.771155,0.0
2.8860698,6.739331e-05,0.47644866,0.0013547938,0.5828329,0.5391191,0.29245695,0.05192869,2.8860698,0.0
3.835443,4.3228498e-05,0.57455385,0.0009424596,0.9275508,0.5475187,0.33604026,0.0750965,3.835443,0.0
1.9838177,8.396411e-05,0.7533029,0.0017873821,0.44423777,0.50413585,0.31209162,0.06003692,1.9838177,0.0
4.4430275,0.00017097127,0.58730716,0.0018270201,0.9085629,0.49723592,0.39657456,0.055146996,4.4430275,0.0
1.4119549,0.000100962825,0.16364895,0.00011539307,0.47410834,0.53280145,0.30928215,0.080537006,1.4119549,0.0
2.8946347,0.00019684694,0.5410523,0.00048189485,0.85405844,0.5797056,0.43194103,0.07793918,2.8946347,0.0
1.2476915,8.994808e-05,0.5579274,0.0015116679,0.31765062,0.53768593,0.25123277,0.09837106,1.2476915,0.0
3.2583082,0.00017950608,0.5775476,0.0017238666,0.83956236,0.56825644,0.25442946,0.07328988,3.2583082,0.0
1.535008,4.7435493e-05,0.39965627,0.00042180228,0.31446138,0.53629524,0.3014545,0.097638205,1.535008,0.0
1.8345577,6.7921275e-05,0.44776946,0.0018798731,0.29382992,0.4749097,0.42195666,0.052828792,1.8345577,0.0
1.5732716,0.00015557383,0.36910552,0.00021893682,0.52419347,0.5552287,0.38181373,0.072953574,1.5732716,0.0
1.5085305,9.0733374e-05,0.81493074,0.00038914487,0.5444141,0.5518005,0.31326976,0.081229866,1.5085305,0.0
3.544852,0.00016460495,0.23423539,0.00046279054,0.73309207,0.59446234,0.25605726,0.053835247,3.544852,0.0
1.7876707,0.00019452338,0.841239,0.0010116769,0.6555162,0.56428915,0.32216346,0.08201436,1.7876707,0.0
2.3346646,0.00019502181,0.46577343,0.00197124,0.5478539,0.47581863,0.43037054,0.05186774,2.3346646,0.0
3.1630156,3.8821865e-05,0.3223047,0.00099302,0.75347406,0.5025322,0.28096834,0.064336784,3.1630156,0.0
1.341744,0.00015621654,0.8543452,0.0019525728,0.4371733,0.47816685,0.34464848,0.09830163,1.341744,0.0
1.2086452,0.00010321464,0.908542,0.00079172803,0.5676099,0.48221105,0.35167858,0.096260846,1.2086452,0.0
4.410692,0.00012730526,0.6802431,0.0004836446,0.90653193,0.5529796,0.30073774,0.056815155,4.410692,0.0
2.4123642,6.8289606e-05,0.6649755,0.0019608221,0.8764985,0.5514476,0.37668112,0.099863425,2.4123642,0.0
1.7339022,3.5106186e-05,0.1751425,0.0017381888,0.37667963,0.5652609,0.42427543,0.05771676,1.7339022,0.0
2.6647513,4.3269316e-05,0.14824297,0.0006973491,0.45563793,0.5408775,0.25764814,0.050239835,2.6647513,0.0
1.2567595,5.1068924e-05,0.16130595,0.00030887462,0.5394526,0.58159477,0.27368703,0.097406745,1.2567595,0.0
1.3436561,0.00015546338,0.26445353,0.0012485415,0.49167588,0.5501469,0.41279742,0.08159962,1.3436561,0.0
2.5917234,0.000105948355,0.4404979,0.0013473261,0.57576686,0.48239374,0.3713436,0.05170392,2.5917234,0.0
1.274838,0.00017404345,0.16661066,0.0017154175,0.48052242,0.5324926,0.3005979,0.08873323,1.274838,0.0
1.9469546,5.6960893e-05,0.6059367,0.001430654,0.29614258,0.58237433,0.4266054,0.08288808,1.9469546,0.0
1.2206935,0.00014125228,0.21878332,0.00092485175,0.42991498,0.46053642,0.29890501,0.091188826,1.2206935,0.0
1.522915,5.0811374e-05,0.74260414,0.0015520512,0.5234731,0.5902814,0.25114122,0.087733865,1.522915,0.0
1.9004232,0.00010342658,0.7068582,0.00043370316,0.26879248,0.50306433,0.41467035,0.0737692,1.9004232,0.0
3.7624857,8.5583044e-05,0.45488966,0.00053356786,0.90882856,0.5115776,0.25387934,0.07520295,3.7624857,0.0
1.5795599,0.00017762935,0.6309545,0.001217408,0.37630793,0.51129186,0.43061253,0.07195413,1.5795599,0.0
4.0876904,5.9244696e-05,0.8157267,0.0007495474,0.9373233,0.508228,0.32737678,0.06965852,4.0876904,0.0
4.1346297,0.00013924655,0.9219035,0.0015293211,0.9192013,0.59842974,0.2598147,0.06352436,4.1346297,0.0
1.9441972,6.520059e-05,0.5824997,0.0009996743,0.7242162,0.53251684,0.30566773,0.09031914,1.9441972,0.0
3.850074,0.00013459302,0.8814362,0.0017925448,0.9324464,0.59986144,0.28753603,0.072277136,3.850074,0.0
3.2030265,4.4263554e-05,0.40132365,0.00041604,0.8279721,0.523886,0.42763662,0.06640213,3.2030265,0.0
1.4419471,5.28079e-05,0.42232937,0.0009293024,0.44063148,0.46439087,0.42631146,0.08908649,1.4419471,0.0
1.5517254,0.00012981315,0.2411282,0.00064775354,0.40963155,0.540723,0.4117057,0.06813888,1.5517254,0.0
3.028179,8.519902e-05,0.70901656,0.0019453965,0.7387061,0.5097132,0.3981173,0.058561753,3.028179,0.0
1.5848063,0.00014908321,0.32773063,0.0013421314,0.41862285,0.54025644,0.33296552,0.06837478,1.5848063,1.0
2.8775728,0.00017840276,0.13066995,0.0018473632,0.865755,0.51709723,0.38682693,0.08495914,2.8775728,2.0
1.8690743,0.00016110326,0.7303424,0.000665537,0.6671737,0.5287899,0.30386958,0.08398505,1.8690743,3.0
1.6793579,0.00016603842,0.1850078,0.0005190461,0.32167676,0.499104,0.3740531,0.08690686,1.6793579,4.0
1.6744918,3.1321993e-05,0.81931204,0.0010866709,0.28924605,0.48679015,0.37230054,0.08024477,1.6744918,5.0
1.5777743,8.062075e-05,0.49337113,0.0011280021,0.4820245,0.495717,0.3170688,0.07466788,1.5777743,6.0
1.4169956,0.00013708624,0.63476807,0.0007166351,0.5260767,0.51641345,0.3165645,0.08335656,1.4169956,7.0
1.4139014,7.7924255e-05,0.6289188,0.0010464182,0.36591762,0.5080446,0.35286525,0.080609195,1.4139014,8.0
1.2816732,5.717127e-05,0.974284,0.00071442506,0.65463495,0.5067259,0.37147915,0.099253535,1.2816732,9.0
1.5755416,0.00018467214,0.3004342,0.00069433363,0.41585234,0.5354885,0.31335172,0.06977527,1.5755416,10.0
2.1526282,0.00014121077,0.93559057,0.00014303633,0.6689586,0.5371831,0.3850335,0.06845341,2.1526282,11.0
1.3742267,0.00010755831,0.16264491,0.0019435668,0.28837654,0.49200612,0.2711542,0.09827265,1.3742267,12.0
1.4717724,0.0001346988,0.65712994,0.0009737174,0.5159273,0.51804423,0.3678996,0.07677433,1.4717724,13.0
1.3876984,0.00013055792,0.40288317,0.0012080432,0.4385539,0.5325327,0.32110968,0.07835238,1.3876984,14.0
1.3153225,9.417082e-05,0.63454527,0.0006725706,0.45805988,0.48885995,0.37668177,0.089226075,1.3153225,15.0
1.6721314,0.00014340774,0.48529652,0.0012932427,0.6983596,0.5334333,0.30225906,0.096320316,1.6721314,1.0
1.9277805,0.00013783107,0.2901681,0.00080038613,0.62602526,0.4817112,0.25293955,0.085933805,1.9277805,2.0
1.5985442,8.998186e-05,0.30470654,0.0008920301,0.3964629,0.50964093,0.36993155,0.09914292,1.5985442,3.0
1.737447,0.00015063178,0.67873645,0.00015856329,0.31707805,0.5434813,0.2559277,0.063734315,1.737447,4.0
1.9688816,6.4094835e-05,0.6597155,0.0017706127,0.5869833,0.5388165,0.40917423,0.066185705,1.9688816,5.0
1.3156155,0.00012597811,0.35768658,0.00094768236,0.5199117,0.5069317,0.29975033,0.08973429,1.3156155,6.0
1.3949327,0.00015518555,0.5152737,0.0008101384,0.39837664,0.50967854,0.34971437,0.09116307,1.3949327,7.0
1.4270141,9.061552e-05,0.30305123,0.0015097152,0.5196919,0.58620566,0.33621675,0.08130137,1.4270141,8.0
1.379801,0.00013883674,0.5489602,0.0013718823,0.43847966,0.54759,0.37305352,0.09389874,1.379801,9.0
1.594332,6.951118e-05,0.51677877,0.0011595325,0.67691386,0.4754092,0.42598596,0.08743691,1.594332,10.0
1.2279881,0.00013197567,0.95117885,0.00038836495,0.5070674,0.4562444,0.34275278,0.09132232,1.2279881,11.0
1.6816955,0.00012381865,0.30956054,0.00028339433,0.2653073,0.50638354,0.32781786,0.05887382,1.6816955,12.0
1.2774843,0.00010107457,0.43043578,0.0009234221,0.46644822,0.5120904,0.35381296,0.0950874,1.2774843,13.0
1.2793031,0.0001070903,0.44100568,0.0012055545,0.5072286,0.5502346,0.33443156,0.087612905,1.2793031,14.0
1.2486274,0.0001805807,0.4265698,0.0011061989,0.51735365,0.49014333,0.28131276,0.09555861,1.2486274,15.0
2.227364,8.582656e-05,0.6258171,0.0015041913,0.56722426,0.56042176,0.31560293,0.06390127,2.227364,1.0
1.8000013,5.7943776e-05,0.81704634,0.000987966,0.49511626,0.4816158,0.44236764,0.06063714,1.8000013,2.0
1.6654356,0.00015904491,0.74816287,0.0013574632,0.5658232,0.4756895,0.26831254,0.084724024,1.6654356,3.0
1.2545068,0.0001991637,0.7444655,0.00030972736,0.52224565,0.48539418,0.2824242,0.09374844,1.2545068,4.0
1.8269753,0.00015693271,0.6016669,0.0015522353,0.5730736,0.48986977,0.39467514,0.069420084,1.8269753,5.0
1.3313843,0.00016181012,0.2214426,0.0013270088,0.53108704,0.5363873,0.4446611,0.099556625,1.3313843,6.0
1.5199239,0.00012283474,0.6356091,0.0013506404,0.5745518,0.53928256,0.3187083,0.08441179,1.5199239,7.0
1.4904938,9.9829216e-05,0.68993556,0.0008152908,0.48096514,0.49832314,0.4034858,0.07241772,1.4904938,8.0
1.3856932,6.338722e-05,0.3565512,0.00081200595,0.695112,0.5644332,0.4089104,0.09831148,1.3856932,9.0
1.488232,0.00014858408,0.6562073,0.0012613955,0.55532664,0.4995259,0.37651604,0.079133496,1.488232,10.0
1.3644804,0.00014173574,0.5536107,0.0006299489,0.48156542,0.517648,0.34662554,0.080470785,1.3644804,11.0
1.3100129,0.00011000144,0.96955526,0.00041926207,0.4054523,0.5983203,0.3176367,0.08727566,1.3100129,12.0
1.8675317,0.00013474864,0.8620512,0.0018615633,0.2659232,0.45711842,0.32114446,0.050834805,1.8675317,13.0
1.28056,0.00017377229,0.49186552,0.00087565515,0.38184673,0.5922014,0.28398916,0.097200796,1.28056,14.0
1.4470174,0.00015656205,0.4791423,0.0005518672,0.44030306,0.54727083,0.38756338,0.07399401,1.4470174,15.0
1.5093235,0.00013414522,0.20028712,0.00053912203,0.671409,0.53769094,0.37157157,0.09208871,1.5093235,1.0
1.2950284,6.301207e-05,0.8426041,0.0014558848,0.42408952,0.47887847,0.34574467,0.086605094,1.2950284,2.0
1.9155816,0.00012194101,0.30049813,0.00014780722,0.59161,0.5992076,0.4436548,0.065323964,1.9155816,3.0
1.2793655,8.037055e-05,0.7288456,0.00050973374,0.4186589,0.4947164,0.3209674,0.09195662,1.2793655,4.0
1.4783779,4.8938527e-05,0.23305787,0.0013241913,0.28068814,0.47823775,0.31530365,0.0701222,1.4783779,5.0
1.5075794,3.64658e-05,0.4393126,0.0018981192,0.28621417,0.55966717,0.25787666,0.07016223,1.5075794,6.0
1.814417,0.00016642068,0.19371647,0.0015071089,0.29225466,0.46049076,0.3004938,0.056078225,1.814417,7.0
1.4817877,9.758083e-05,0.37193644,0.0010330962,0.36378643,0.49694723,0.35707718,0.071189985,1.4817877,8.0
2.5692132,0.00012114037,0.8581831,0.0009431784,0.71329457,0.49695528,0.37674066,0.06599409,2.5692132,9.0
1.3940305,0.000100219055,0.40547675,0.00056362426,0.63835186,0.56219363,0.32376224,0.09576393,1.3940305,10.0
1.475859,0.00012842183,0.33776963,0.0013384667,0.37154743,0.4906476,0.32442465,0.07118673,1.475859,11.0
1.7385455,9.0801805e-05,0.5954383,0.0013007056,0.26411882,0.52695936,0.25085646,0.06178898,1.7385455,12.0
1.2761117,0.00017988631,0.32436925,0.00067039876,0.5405493,0.59561056,0.3225562,0.09076431,1.2761117,13.0
1.292954,0.00012358834,0.39229575,0.0007361483,0.5698757,0.5302966,0.36133578,0.09011947,1.292954,14.0
1.4512291,0.00010748866,0.51038855,0.0010313048,0.3643036,0.52826923,0.30276722,0.07273543,1.4512291,15.0
2.263844,0.000115339644,0.84359217,0.0010670362,0.7291194,0.5396566,0.2775668,0.08267377,2.263844,1.0
1.753357,0.00011580312,0.6642844,0.0011313801,0.61212176,0.53337055,0.32615617,0.08005643,1.753357,2.0
1.5593373,0.00010620613,0.58600533,0.0008841501,0.6312664,0.49041262,0.39018327,0.08387927,1.5593373,3.0
1.4527766,0.00013404129,0.77542084,0.0006689203,0.43012697,0.5436181,0.4160123,0.08217575,1.4527766,4.0
2.1404355,9.635396e-05,0.5049058,0.0006644334,0.6499208,0.51062566,0.41117027,0.068095095,2.1404355,5.0
1.5537541,0.00015135919,0.5591317,0.0010775261,0.32761446,0.5313474,0.344479,0.08884212,1.5537541,6.0
1.6384634,0.00014330038,0.3556993,0.0008451021,0.3635684,0.49997798,0.4313918,0.07982575,1.6384634,7.0
1.4537575,7.2149945e-05,0.37196326,0.0017563805,0.31107348,0.5474031,0.30351087,0.09438103,1.4537575,8.0
1.5840851,0.00017668381,0.57617754,0.0010370755,0.28001183,0.47608265,0.3306098,0.064136446,1.5840851,9.0
1.4631252,0.00012445489,0.28306463,0.0012824967,0.52079934,0.48851067,0.33290076,0.080854945,1.4631252,10.0
1.7668465,0.00014540799,0.31374386,0.0015473799,0.53980696,0.5079684,0.35130644,0.07128606,1.7668465,11.0
1.4319031,0.00015721464,0.47827893,0.0010912184,0.38404638,0.4926743,0.3455744,0.07384447,1.4319031,12.0
1.4431187,0.0001400107,0.37394166,0.0014054663,0.4918288,0.5129496,0.35958102,0.077289134,1.4431187,13.0
1.5669342,9.152951e-05,0.44466037,0.0013756236,0.3539228,0.5577496,0.39306504,0.06826355,1.5669342,14.0
1.2896448,0.00017948756,0.27719915,0.0007588866,0.5897147,0.46357223,0.33566415,0.09510581,1.2896448,15.0
1.812817,6.1018054e-05,0.5684966,0.0017697498,0.27556685,0.4899669,0.39515138,0.053340293,1.812817,1.0
1.7705084,0.00011534106,0.9023451,0.00013938668,0.42996716,0.5817029,0.3020382,0.06396966,1.7705084,2.0
1.6022731,9.6349264e-05,0.19974971,0.00095504586,0.6240297,0.54280245,0.39400804,0.081654474,1.6022731,3.0
1.6065081,9.7797456e-05,0.6264501,0.0012459855,0.3345892,0.5178821,0.37385777,0.06419562,1.6065081,4.0
1.4783024,0.00014577736,0.72984385,0.00085037923,0.37712845,0.4969863,0.3666679,0.08717265,1.4783024,5.0
1.8186214,3.5283094e-05,0.13678855,0.001421341,0.6133487,0.5660562,0.35748607,0.07638082,1.8186214,6.0
2.0821042,0.00014061072,0.8487737,0.0011312834,0.3106369,0.4685574,0.41991183,0.09339255,2.0821042,7.0
1.7365023,0.00014634017,0.48844358,0.0006602592,0.28300947,0.5354615,0.2773318,0.05951343,1.7365023,8.0
1.3820746,0.0001967066,0.7333839,0.0005397117,0.50281066,0.50742936,0.44961149,0.079856865,1.3820746,9.0
1.4296583,7.163821e-05,0.47622186,0.0010227162,0.37027177,0.5197823,0.31664884,0.098007426,1.4296583,10.0
1.435707,0.00018598077,0.94642276,0.00054173946,0.5109985,0.5555555,0.41716194,0.0748801,1.435707,11.0
1.5622902,0.00015692684,0.4636133,0.0016544795,0.35224596,0.52105755,0.4071947,0.07468213,1.5622902,12.0
1.3490441,7.563725e-05,0.84474456,0.00037597652,0.39843854,0.58214957,0.3159033,0.094217114,1.3490441,13.0
1.4461012,0.000110123074,0.5966576,0.0010115437,0.3700512,0.5252103,0.36438707,0.07667524,1.4461012,14.0
1.4556919,0.00013892163,0.5304562,0.0012159356,0.37946442,0.5302356,0.37873772,0.08156302,1.4556919,15.0
1.792473,0.00015049093,0.44159943,0.0011996591,0.26032507,0.5907115,0.3609944,0.08290149,1.792473,1.0
2.3847544,8.2599945e-05,0.7533639,0.0015773288,0.78807634,0.47026512,0.33177763,0.085094236,2.3847544,2.0
2.3264024,8.779505e-05,0.20328748,0.0019945353,0.67330873,0.4611366,0.35590923,0.07168264,2.3264024,3.0
1.6792393,0.00019162388,0.95190805,0.0014168508,0.3742295,0.5870459,0.4080334,0.08734045,1.6792393,4.0
1.5838933,0.000113583614,0.4428675,0.0015958535,0.53645116,0.5052997,0.35468635,0.076311976,1.5838933,5.0
1.5779289,0.00010410596,0.74650675,0.0014568354,0.54690045,0.46128643,0.32490477,0.079755455,1.5779289,6.0
1.4677589,0.00015921114,0.51008946,0.0008161203,0.53989136,0.53156096,0.34971434,0.08011625,1.4677589,7.0
1.6612879,0.00011644653,0.68040484,0.0013432951,0.6362963,0.5040084,0.3358597,0.08519946,1.6612879,8.0
1.9613193,9.371432e-05,0.5367409,0.0019006422,0.3303107,0.5387167,0.38679928,0.09996222,1.9613193,9.0
1.6985322,4.4436667e-05,0.43804678,0.0014460895,0.29819912,0.48475745,0.3905707,0.08000623,1.6985322,10.0
1.4917793,9.01342e-05,0.6407235,0.0012513001,0.43043372,0.4987666,0.34680852,0.07192505,1.4917793,11.0
1.4878035,0.00017409502,0.20754535,0.00014577509,0.36808348,0.48849824,0.3272562,0.09717411,1.4878035,12.0
1.4323714,8.8213084e-05,0.49805936,0.0012265798,0.37090057,0.5029237,0.36610737,0.08192278,1.4323714,13.0
3.2922866,7.478831e-05,0.18218154,0.00063043943,0.9490814,0.4880791,0.44215238,0.08993658,3.2922866,14.0
1.3480783,0.00015094383,0.72684336,0.0013806677,0.43176627,0.5451038,0.37253505,0.08423971,1.3480783,15.0
3.0666366,5.069211e-05,0.488091,0.00040732254,0.770764,0.5157832,0.29593858,0.06677235,3.0666366,1.0
1.801675,0.00014352401,0.5499743,0.00020892754,0.6301135,0.54603946,0.41969118,0.07390389,1.801675,2.0
1.9805293,0.00013684027,0.28035066,0.0004435213,0.52184016,0.49429017,0.25334734,0.07405286,1.9805293,3.0
1.6116508,0.00019477944,0.5778103,0.0018343527,0.3254849,0.5341291,0.3561714,0.08985748,1.6116508,4.0
1.4245161,6.947479e-05,0.39584365,0.00055281026,0.4373843,0.59414494,0.38489398,0.07583358,1.4245161,5.0
2.2207935,0.00013735089,0.61316895,0.0010909355,0.7914147,0.5666903,0.43632326,0.08385296,2.2207935,6.0
1.7602085,0.000112281574,0.8184878,0.0001901981,0.38856348,0.491344,0.4199626,0.0569385,1.7602085,7.0
1.8973385,0.00015557089,0.22117418,0.0014957659,0.4643588,0.4901532,0.32746255,0.06297508,1.8973385,8.0
1.3643,8.937665e-05,0.7532363,0.0015720756,0.50862396,0.5886503,0.43477607,0.096857525,1.3643,9.0
1.3799962,0.000121829864,0.21927409,0.00055825035,0.44670713,0.5595613,0.2501098,0.08646964,1.3799962,10.0
1.4506419,0.00011247296,0.7040737,0.00060307415,0.45030144,0.52517134,0.38855794,0.07373976,1.4506419,11.0
1.3291391,0.000162836,0.9526735,0.001633721,0.5835667,0.5307149,0.39057,0.086493075,1.3291391,12.0
1.5793734,9.253272e-05,0.45129666,0.0008755984,0.44042617,0.5279274,0.305105,0.07215173,1.5793734,13.0
1.7776626,0.00010742169,0.3594243,0.0018944328,0.31294486,0.5450239,0.33951944,0.055428497,1.7776626,14.0
1.7073325,0.00017748172,0.92238116,0.0018168095,0.5307704,0.46349633,0.28658298,0.077364065,1.7073325,15.0
1.7457157,4.2610096e-05,0.6637746,0.0018079542,0.28544694,0.5838538,0.3687689,0.08510557,1.7457157,1.0
2.5108786,5.2454343e-05,0.28424957,0.0015383536,0.4125562,0.4867198,0.26665685,0.05017298,2.5108786,2.0
1.3308575,0.00018986056,0.3976876,0.0018033313,0.555339,0.5698529,0.26531407,0.09726593,1.3308575,3.0
2.035631,4.0782572e-05,0.96365535,0.000519669,0.2804779,0.5265521,0.43795252,0.07944502,2.035631,4.0
1.3647894,9.213165e-05,0.501209,0.0012813543,0.46076047,0.48116025,0.3856484,0.09664891,1.3647894,5.0
2.5596185,7.985507e-05,0.7476582,0.0014672828,0.60666,0.5254016,0.3052069,0.060637254,2.5596185,6.0
2.229,0.0001568793,0.7048649,0.0013382931,0.6269053,0.48660883,0.26403055,0.07531064,2.229,7.0
1.674207,0.0001106533,0.5191993,0.0012517608,0.2599965,0.55624336,0.3632978,0.064381056,1.674207,8.0
1.5967853,0.00010842733,0.3891217,0.0006630919,0.36154705,0.4722275,0.41477668,0.08017056,1.5967853,9.0
1.2408236,5.1371386e-05,0.36165884,0.0011077807,0.52751285,0.58459353,0.37862498,0.09144461,1.2408236,10.0
1.4485682,7.453474e-05,0.54320234,0.0015256505,0.34690285,0.55673814,0.35185722,0.08218099,1.4485682,11.0
1.8820398,3.5397363e-05,0.29594886,0.0012196262,0.43934283,0.5152351,0.28581616,0.065497205,1.8820398,12.0
1.5719426,0.00018727776,0.4903185,0.0010776748,0.41611525,0.58578676,0.3867578,0.09695185,1.5719426,13.0
1.7868204,0.00010982907,0.9275673,0.0008740464,0.30377242,0.49273962,0.43229702,0.06213698,1.7868204,14.0
1.4430667,0.000113647686,0.43877554,0.0011787587,0.35918438,0.55111283,0.3566929,0.07668401,1.4430667,15.0
1.7791256,8.384915e-05,0.20825614,0.0017474465,0.3066769,0.59037304,0.36789832,0.0915872,1.7791256,1.0
1.569599,9.252666e-05,0.43916696,0.0009870303,0.4267771,0.554529,0.31539884,0.070461646,1.569599,2.0
1.6591969,0.00016553683,0.6228725,0.0018262313,0.7418896,0.58634716,0.39157328,0.095281884,1.6591969,3.0
1.7230902,6.3889485e-05,0.5334845,0.0014939704,0.30332845,0.5708003,0.3326844,0.096847445,1.7230902,4.0
1.4251523,0.00012345811,0.33798862,0.0012736467,0.5422139,0.52818143,0.36920872,0.08123669,1.4251523,5.0
2.736495,0.000113853006,0.89227843,0.0013327088,0.6710063,0.5023211,0.3390195,0.05945408,2.736495,6.0
1.4291881,0.00014342199,0.39237514,0.00072113,0.48505875,0.54081494,0.3832366,0.07622652,1.4291881,7.0
1.629961,5.238865e-05,0.7809975,0.0016970688,0.34328994,0.58552885,0.33644643,0.062374823,1.629961,8.0
1.4638807,0.00019505754,0.9855784,0.00011100373,0.3691585,0.5723586,0.33701918,0.087893374,1.4638807,9.0
1.4711931,0.00014179082,0.49828228,0.0014540034,0.36114457,0.5288912,0.35144335,0.07150008,1.4711931,10.0
1.5790888,0.00019843628,0.8607729,0.00066774443,0.39700204,0.46866482,0.4381672,0.08035604,1.5790888,11.0
1.4472901,9.0562346e-05,0.66658324,0.0013943923,0.38001043,0.56113726,0.34204087,0.072608225,1.4472901,12.0
1.7649888,0.00011739402,0.7431599,0.0011681872,0.5432274,0.5292434,0.33543095,0.071765386,1.7649888,13.0
1.445138,8.665022e-05,0.57341874,0.0013335132,0.34839627,0.56454366,0.33358446,0.089261204,1.445138,14.0
1.2813907,0.00014821954,0.7293173,0.0011293503,0.39557776,0.5498344,0.2819692,0.08403541,1.2813907,15.0
1.3890706,3.1264983e-05,0.19188689,0.00013383209,0.5700842,0.54689926,0.31123915,0.08975351,1.3890706,1.0
2.1466892,8.438146e-05,0.35175106,0.001535444,0.6511944,0.55985326,0.34351355,0.072994195,2.1466892,2.0
1.7091582,7.785858e-05,0.6223831,0.0007580676,0.6398946,0.5027925,0.38238144,0.08060484,1.7091582,3.0
1.6117193,0.00017798909,0.7333449,0.0009437766,0.5121736,0.5357787,0.3260081,0.074019104,1.6117193,4.0
1.5669843,0.00011043187,0.6462874,0.0013025455,0.4181306,0.51098204,0.3063579,0.07089789,1.5669843,5.0
1.389112,0.0001374729,0.6167859,0.0005010411,0.49780515,0.55377746,0.3553529,0.079517685,1.389112,6.0
1.7617075,6.4835156e-05,0.6545294,0.0009214746,0.6568289,0.54740196,0.359117,0.0822846,1.7617075,7.0
1.3067098,0.00014411403,0.46293065,0.0014103925,0.31774104,0.5848346,0.28646806,0.08570177,1.3067098,8.0
1.4069033,0.000110364876,0.4806786,0.0014159371,0.34894663,0.57320094,0.33395675,0.08525816,1.4069033,9.0
