behavioral_id,line,rmse_s,normalized_rmse,P0,Hs,D,r,phi_soil_top,phi_weathered_top,phi_fresh
0,TL1,0.005330693985987869,1.256456621974123,0.00010797900039674402,0.656523436221556,0.0010937164504134875,0.4202056692862832,0.5564487880712556,0.2503643715608549,0.09919146665163017
1,TL1,0.005339551243736042,1.2585442976462733,8.102336095194722e-05,0.4818269332258849,0.0018031414116614628,0.4276089958883482,0.5613274439791254,0.26737028327734824,0.09808144579495326
2,TL1,0.005381813509356424,1.2685056091824327,0.00013182956517717527,0.5770792283881605,0.0015796165782956707,0.4753646342684709,0.4776306150263996,0.2913301076654846,0.09839563138709922
3,TL1,0.005400946047834985,1.2730151917489338,0.0001405039626277336,0.4484095085774559,0.0008620890662889319,0.4131050708401669,0.5541104768390097,0.25826503801643225,0.09747431717914236
4,TL1,0.0053520165137569235,1.2614823899666352,9.891899782496952e-05,0.3177851052881483,0.001397083555597475,0.4343892710273358,0.5038888423736971,0.25439034204505695,0.0977271522676989
5,TL1,0.005335766419431045,1.2576522060023856,0.00017608209759693746,0.4300191431433469,0.0014340695061535332,0.45145835592836703,0.5518697721895113,0.25382317020226636,0.09885547900102777
6,TL1,0.005403732864458372,1.273672050726374,0.00014824847751461207,0.5237984180386143,0.0006466836743921744,0.4743222133814297,0.5640468807277158,0.27668516336166554,0.09902866765439607
7,TL1,0.005348776937153839,1.260718814438564,0.0001221985160138013,0.38863311176284887,0.0019441112718751334,0.4391562334713354,0.5357209788007109,0.27349515075993164,0.09626374921540767
8,TL1,0.0054044751563312775,1.273847010598691,0.00011505678440235968,0.6894028253748222,0.0008401231220393461,0.49821185839678805,0.5354300913099174,0.28826707984211974,0.09925287005289961
9,TL1,0.005448080765173348,1.2841249511686899,0.0001121204259949338,0.6406894303438614,0.0003267866048511181,0.4441007228539786,0.5227485079956771,0.2671517804921295,0.09940709790056632
10,TL1,0.005428535394121623,1.2795180630315293,0.00012698737924150076,0.9663663483645101,0.0009191249061033448,0.5533118137149717,0.542355772514471,0.32536677247558,0.09997423428208566
11,TL1,0.005369340819151327,1.2655657679078784,4.66715187983769e-05,0.3747352393351109,0.001508480868055244,0.5142645141383333,0.5588683115217716,0.30107949202253736,0.099828793934398
12,TL1,0.005412254198170429,1.2756805483438904,0.00017277119734464508,0.8631408861785351,0.0006405677842953656,0.5099576070236352,0.5936921258906307,0.27464175429559323,0.09867261182608683
13,TL1,0.005395164074695522,1.2716523676104163,6.172687036182058e-05,0.3941512586862006,0.0009620442870076186,0.40387328851307036,0.574722552504016,0.2520773095214621,0.09534279602730988
14,TL1,0.0054723802902475836,1.2898524041552246,0.0001613085372471929,0.3706288331955224,0.0010186825970427333,0.43149851167846964,0.4708694046572426,0.2767843412341364,0.09965542891423755
15,TL1,0.005404905391118463,1.2739484179105314,0.00010600649717921096,0.5921289085139012,0.0009593869472446029,0.48940629334218433,0.5401379132803009,0.27516421197852914,0.09845901127147498
