candidate_id,P0,Hs,D,r,phi_soil_top,phi_weathered_top,phi_fresh,objective_value,mean_training_rmse_s,mean_training_normalized_rmse,n_picks,n_failed_lines,status,message,soil_exceeds_rd_depth_fraction,mean_H_soil_m,mean_H_weathered_m,mean_D_fresh_m,max_H_soil_m,max_H_weathered_m,max_D_fresh_m,mean_H_m_m,max_H_m_m,mean_H_w_m,max_H_w_m,mean_D_f_m,max_D_f_m,mean_h_weathered,max_h_weathered,mean_d_fresh,max_d_fresh,mean_z_s_relief,max_z_s_relief,mean_Zs_m,max_Zs_m,mean_z_b_relief,max_z_b_relief,mean_Zb_m,max_Zb_m,mean_D_fresh_raw_m,max_D_fresh_raw_m,mean_D_fresh_geometric_m,max_D_fresh_geometric_m,min_Vp_m_per_s_soil,mean_Vp_m_per_s_soil,max_Vp_m_per_s_soil,min_phi_soil,mean_phi_soil,max_phi_soil,min_Vp_m_per_s_weathered,mean_Vp_m_per_s_weathered,max_Vp_m_per_s_weathered,min_phi_weathered,mean_phi_weathered,max_phi_weathered,min_Vp_m_per_s_fresh,mean_Vp_m_per_s_fresh,max_Vp_m_per_s_fresh,min_phi_fresh,mean_phi_fresh,max_phi_fresh,TL1_rmse_s,TL1_normalized_rmse,TL1_n_picks,TL2_rmse_s,TL2_normalized_rmse,TL2_n_picks,TL3_rmse_s,TL3_normalized_rmse,TL3_n_picks,TL4_rmse_s,TL4_normalized_rmse,TL4_n_picks,TL5_rmse_s,TL5_normalized_rmse,TL5_n_picks
1330,3.7041086977951087e-05,0.9987260273068943,0.0005241122858947806,0.8067549769722046,0.4652124262565179,0.36971479933919404,0.07786279417464782,2.6588324334231324,0.011280470662273357,2.6588324334231324,5269,0,ok,,0.3164148262947178,1.782002244589525,1.857463166699237,3.6394654112887617,2.7844067907213357,16.03044514260182,17.92933305495079,1.782002244589525,2.7844067907213357,1.857463166699237,16.03044514260182,3.6394654112887617,17.92933305495079,1.857463166699237,16.03044514260182,3.6394654112887617,17.92933305495079,17.903994371644835,92.78030954707648,17.903994371644835,92.78030954707648,14.444136567006808,74.8509764921257,14.444136567006808,74.8509764921257,3.4598578046380264,17.92933305495079,3.4598578046380264,17.92933305495079,372.6306863149235,410.9141609229108,529.023888526042,0.36971669380528127,0.43774159404383167,0.4652124262565179,505.5844093047783,1453.8478324623145,3519.6001573727035,0.0778660639225951,0.24124688397914126,0.3696379929732282,3519.6754593143933,3519.6754593143887,3519.6754593143933,0.07786279417464782,0.07786279417464768,0.07786279417464782,0.01269153173267225,2.9914227172722674,1349.0,0.01224354176869556,2.885830470128456,992.0,0.010033963944120875,2.3650279823563958,976.0,0.010703908892100546,2.5229355209357607,976.0,0.010729406973777552,2.52894547642278,976.0
105,7.307980041410508e-05,0.5739528671834665,0.00028458918439524514,0.6428518006210174,0.5544276684633176,0.44074329736009676,0.051875539924125254,2.6618957809136035,0.011293467344975217,2.6618957809136035,5269,0,ok,,0.15510783933875757,1.7743939987534914,4.668921433325761,6.443315432079252,2.433699778536088,31.238623490653957,33.136320492562994,1.7743939987534914,2.433699778536088,4.668921433325761,31.238623490653957,6.443315432079252,33.136320492562994,4.668921433325761,31.238623490653957,6.443315432079252,33.136320492562994,17.903994371644835,92.78030954707648,17.903994371644835,92.78030954707648,11.509615020120444,59.64398905451349,11.509615020120444,59.64398905451349,6.394379351524392,33.136320492562994,6.394379351524392,33.136320492562994,346.9043776433187,380.8268474249046,496.09908374360657,0.4407435408295791,0.5237994056791639,0.5544276684633176,468.43680772435266,1522.4947088488807,4089.0688321659436,0.05189035657944313,0.2590004937639826,0.4407036136695917,4089.4802696379975,4089.4802696380034,4089.4802696379975,0.051875539924125254,0.05187553992412518,0.051875539924125254,0.012256303303182762,2.8888383926532044,1349.0,0.012665866981779099,2.9853734774742637,992.0,0.009754147649643196,2.2990746492525096,976.0,0.01176196243123313,2.7723211317287855,976.0,0.010029056359037895,2.363871253459254,976.0
281,4.3269314606774573e-05,0.14824296324767025,0.0006973490631061166,0.4556379236234992,0.5408775362440177,0.25764812662301584,0.05023983341242353,2.664751350008016,0.01130558249860005,2.664751350008016,5269,0,ok,,0.1018984889577683,1.7472880860151951,8.014739508592596,9.76202759460779,2.962593645553841,48.651940002294154,50.50608195190104,1.7472880860151951,2.962593645553841,8.014739508592596,48.651940002294154,9.76202759460779,50.50608195190104,8.014739508592596,48.651940002294154,9.76202759460779,50.50608195190104,17.903994371644835,92.78030954707648,17.903994371644835,92.78030954707648,8.15773882006307,42.27422759517545,8.15773882006307,42.27422759517545,9.746255551581765,50.50608195190104,9.746255551581765,50.50608195190104,350.3901878675713,408.5795482454444,612.6700954352657,0.25765240753212226,0.45893254191764454,0.5408775362440177,661.3751965046976,1964.3962870953162,4130.976484184048,0.0502445611333531,0.15726890153840925,0.25764434435412376,4131.120820628578,4131.120820628582,4131.120820628578,0.05023983341242353,0.050239833412423565,0.05023983341242353,0.01211608272241849,2.855788084813094,1349.0,0.012668473505534988,2.9859878410153016,992.0,0.00971554101614582,2.2899749784709167,976.0,0.011849544399077011,2.792964399519476,976.0,0.010178270849823942,2.399041446221291,976.0
751,6.589075650930523e-05,0.3450652869880886,0.00019037867212338738,0.8938504149695452,0.5660159683711071,0.3795446745351547,0.09667262329367521,2.680679631554735,0.011373160473966058,2.680679631554735,5269,0,ok,,0.5895647681777089,1.7646186044899896,0.5573592191914554,2.3219778236814452,2.267429822795342,7.959119096847146,9.84859135741931,1.7646186044899896,2.267429822795342,0.5573592191914554,7.959119096847146,2.3219778236814452,9.84859135741931,0.5573592191914554,7.959119096847146,2.3219778236814452,9.84859135741931,17.903994371644835,92.78030954707648,17.903994371644835,92.78030954707648,16.003492798707136,82.93171818965718,16.003492798707136,82.93171818965718,1.9005015729376975,9.84859135741931,1.9005015729376975,9.84859135741931,343.8260181403327,382.3400448894024,523.7630465505761,0.3795482920215424,0.5172292513075997,0.5660159683711071,500.29430289446856,1278.806688522332,3194.446413187138,0.09670707118882804,0.26612635871718177,0.3791096954892015,3195.1368965779266,3195.136896577933,3195.1368965779266,0.09667262329367521,0.096672623293675,0.09667262329367521,0.012597196279320762,2.969187637681886,1349.0,0.01239608797308155,2.92178595531699,992.0,0.010115190046673285,2.3841731583311168,976.0,0.010359519868203156,2.4417622495477405,976.0,0.011397808202551523,2.6864891568959455,976.0
693,0.00012550057177554384,0.6209206518590266,0.00034772578917961446,0.6411791535199831,0.562977678528839,0.3652138037732612,0.0547749698792151,2.6930729938044946,0.011425741056897091,2.6930729938044946,5269,0,ok,,0.15614103060829135,1.7891028508809192,4.685546235696381,6.4746490865773,2.5425549432728087,31.37908354803492,33.291509208359976,1.7891028508809192,2.5425549432728087,4.685546235696381,31.37908354803492,6.4746490865773,33.291509208359976,4.685546235696381,31.37908354803492,6.4746490865773,33.291509208359976,17.903994371644835,92.78030954707648,17.903994371644835,92.78030954707648,11.479667955837778,59.48880033871651,11.479667955837778,59.48880033871651,6.424326415807057,33.291509208359976,6.424326415807057,33.291509208359976,344.6180473724985,387.4550276545025,531.5159335914676,0.3652189825418487,0.5080714421791208,0.562977678528839,508.6595432673432,1629.8430058887395,4017.5134033557642,0.05477579601780874,0.21988745983715272,0.3651942600968321,4017.536309187007,4017.536309187009,4017.536309187007,0.0547749698792151,0.05477496987921521,0.0547749698792151,0.012504868029466504,2.9474256604928755,1349.0,0.012777919052829668,3.011784403902882,992.0,0.009882367584881336,2.3292963778159055,976.0,0.011687983586916275,2.7548841509018556,976.0,0.010275567030391671,2.4219743759089556,976.0
1121,0.0001494012109755451,0.2624842878932138,0.00015390712902013364,0.8593654459828913,0.5800014891969827,0.4375155411478807,0.08514306700535923,2.7006405393729374,0.011457847433627396,2.7006405393729374,5269,0,ok,,0.4378148004649361,1.764898352199121,1.0346724666092624,2.799570818808383,2.202032398270059,11.157252347024,13.048117454722387,1.764898352199121,2.202032398270059,1.0346724666092624,11.157252347024,2.799570818808383,13.048117454722387,1.0346724666092624,11.157252347024,2.799570818808383,13.048117454722387,17.903994371644835,92.78030954707648,17.903994371644835,92.78030954707648,15.38607410806374,79.7321920923541,15.38607410806374,79.7321920923541,2.517920263581095,13.048117454722387,2.517920263581095,13.048117454722387,340.3139058287707,374.30684983213655,497.2665224085553,0.43758043267678065,0.5431516028919965,0.5800014891969827,471.01643985139214,1283.9705178387874,3386.3084929574798,0.08515255998274562,0.29128222933770626,0.43701427281587124,3386.5079662369826,3386.5079662369735,3386.5079662369826,0.08514306700535923,0.08514306700535919,0.08514306700535923,0.01285080237521216,3.0289631677335698,1349.0,0.01269813622443429,2.9929794109093435,992.0,0.010149798262933392,2.392330393131881,976.0,0.01095518081517075,2.582160881177336,976.0,0.010635319490386388,2.5067688439125573,976.0
68,0.0001064344497212097,0.48966538446637353,0.0006950285928007827,0.7382550476051237,0.5798911876045728,0.3075096759550581,0.07045645407977544,2.706648066285153,0.011483335211734126,2.706648066285153,5269,0,ok,,0.22536484566705411,1.7593266466162678,3.027949493343083,4.787276139959351,2.9663083766092573,22.416870720327047,24.28477770558142,1.7593266466162678,2.9663083766092573,3.027949493343083,22.416870720327047,4.787276139959351,24.28477770558142,3.027949493343083,22.416870720327047,4.787276139959351,24.28477770558142,17.903994371644835,92.78030954707648,17.903994371644835,92.78030954707648,13.217714217160525,68.49553184149507,13.217714217160525,68.49553184149507,4.68628015448431,24.28477770558142,4.68628015448431,24.28477770558142,340.34076377250096,393.2661454625254,569.1239300167273,0.30751437986121816,0.5007517798203193,0.5798911876045728,568.3918397572235,1652.711756652531,3666.0278934702155,0.07045774988398742,0.19795340744972958,0.30749188046796305,3666.060786124044,3666.0607861240424,3666.060786124044,0.07045645407977544,0.07045645407977558,0.07045645407977544,0.012845438886155138,3.0276989812392237,1349.0,0.012661976782795433,2.9844565487804253,992.0,0.010041740654678017,2.3668609706131556,976.0,0.01106686419547088,2.608484906362688,976.0,0.010800655539571163,2.5457389244302733,976.0
921,0.00016225497935700947,0.27549146638050387,0.0002109639571887534,0.585288031323214,0.514552196899715,0.2606916339719808,0.05951609582631415,2.7272560513216844,0.011570767487529656,2.7272560513216844,5269,0,ok,,0.13211933359163114,1.7634229187036772,5.693373956491315,7.456796875194993,2.302480539414641,36.589598413202346,38.477104826709684,1.7634229187036772,2.302480539414641,5.693373956491315,36.589598413202346,7.456796875194993,38.477104826709684,5.693373956491315,36.589598413202346,7.456796875194993,38.477104826709684,17.903994371644835,92.78030954707648,17.903994371644835,92.78030954707648,10.478993618601912,54.3032047203668,10.478993618601912,54.3032047203668,7.425000753042925,38.477104826709684,7.425000753042925,38.477104826709684,357.4046945537436,407.47513615723403,609.4779334645815,0.26078576167441636,0.44776843386942133,0.514552196899715,654.1392560363627,1862.4546866633873,3904.444762480844,0.059529006371345144,0.16576893353774583,0.2606796272780215,3904.8129471186835,3904.812947118673,3904.8129471186835,0.05951609582631415,0.05951609582631427,0.05951609582631415,0.012726605341979363,2.999689646266183,1349.0,0.012839565054703852,3.026314505888973,992.0,0.009997666693389695,2.356472638312914,976.0,0.011720853816530114,2.7626317383215566,976.0,0.010569146531045261,2.491171727818793,976.0
10,6.609601854215503e-05,0.9982813789097655,0.001647952968229657,0.6465440737957613,0.4573250426842658,0.4187929222058765,0.052867225726629115,2.7311725639231996,0.011587383843244464,2.7311725639231996,5269,0,ok,,0.16376081622110295,1.7702659729564203,4.620610532855455,6.390876505811875,3.7117260836721435,30.94167240056092,32.79375024447789,1.7702659729564203,3.7117260836721435,4.620610532855455,30.94167240056092,6.390876505811875,32.79375024447789,4.620610532855455,30.94167240056092,6.390876505811875,32.79375024447789,17.903994371644835,92.78030954707648,17.903994371644835,92.78030954707648,11.575721458259634,59.98655930259859,11.575721458259634,59.98655930259859,6.328272913385201,32.79375024447789,6.328272913385201,32.79375024447789,375.34509961264166,411.7654980482211,505.0981036885651,0.4187935989835007,0.4448908141986184,0.4573250426842658,477.3058762148463,1579.6492154761872,4064.4822413067905,0.05287177577864416,0.2424413352821823,0.4187807736481098,4064.608202030764,4064.608202030765,4064.608202030764,0.052867225726629115,0.05286722572662914,0.052867225726629115,0.012673234901028063,2.9871101126956563,1349.0,0.012965208179941026,3.0559288745105317,992.0,0.009878260178959907,2.328328252955863,976.0,0.011850175494053814,2.7931131500320325,976.0,0.010570040462239503,2.491382429421914,976.0
109,0.00013569482180403797,0.847993203952059,0.0007410295880145476,0.7129654412845856,0.5010350236364366,0.4418231183910476,0.05846541145708314,2.7315409474250867,0.011588946762078032,2.7315409474250867,5269,0,ok,,0.20986697662404752,1.8205079393641763,3.4113581147316534,5.231866054095829,3.058792325034718,24.695237098011074,26.631155208324643,1.8205079393641763,3.058792325034718,3.4113581147316534,24.695237098011074,5.231866054095829,26.631155208324643,3.4113581147316534,24.695237098011074,5.231866054095829,26.631155208324643,17.903994371644835,92.78030954707648,17.903994371644835,92.78030954707648,12.764929247936497,66.14915433875184,12.764929247936497,66.14915433875184,5.139065123708338,26.631155208324643,5.139065123708338,26.631155208324643,361.2929104709768,398.7913022955351,495.68050461082544,0.44182318349991534,0.48211777908811176,0.5010350236364366,467.94929318858306,1492.368480480724,3928.9566437742315,0.05847791087714377,0.2627878606325658,0.4418173818230791,3929.2835884799065,3929.283588479912,3929.2835884799065,0.05846541145708314,0.05846541145708324,0.05846541145708314,0.012779679802836154,3.012199416659402,1349.0,0.013083145264609934,3.0837269119514508,992.0,0.009811618468726777,2.3126206512172915,976.0,0.011490277251524121,2.7082843207554106,976.0,0.01078001302269317,2.5408734365418773,976.0
