behavioral_id,candidate_id,P0,Hs,D,r,phi_soil_top,phi_weathered_top,phi_fresh,objective_value,mean_training_rmse_s,mean_training_normalized_rmse,n_picks,n_failed_lines,status,message,soil_exceeds_rd_depth_fraction,mean_H_soil_m,mean_H_weathered_m,mean_D_fresh_m,max_H_soil_m,max_H_weathered_m,max_D_fresh_m,mean_H_m_m,max_H_m_m,mean_H_w_m,max_H_w_m,mean_D_f_m,max_D_f_m,mean_h_weathered,max_h_weathered,mean_d_fresh,max_d_fresh,mean_z_s_relief,max_z_s_relief,mean_Zs_m,max_Zs_m,mean_z_b_relief,max_z_b_relief,mean_Zb_m,max_Zb_m,mean_D_fresh_raw_m,max_D_fresh_raw_m,mean_D_fresh_geometric_m,max_D_fresh_geometric_m,min_Vp_m_per_s_soil,mean_Vp_m_per_s_soil,max_Vp_m_per_s_soil,min_phi_soil,mean_phi_soil,max_phi_soil,min_Vp_m_per_s_weathered,mean_Vp_m_per_s_weathered,max_Vp_m_per_s_weathered,min_phi_weathered,mean_phi_weathered,max_phi_weathered,min_Vp_m_per_s_fresh,mean_Vp_m_per_s_fresh,max_Vp_m_per_s_fresh,min_phi_fresh,mean_phi_fresh,max_phi_fresh,TL1_rmse_s,TL1_normalized_rmse,TL1_n_picks,TL2_rmse_s,TL2_normalized_rmse,TL2_n_picks,TL3_rmse_s,TL3_normalized_rmse,TL3_n_picks,TL4_rmse_s,TL4_normalized_rmse,TL4_n_picks,TL5_rmse_s,TL5_normalized_rmse,TL5_n_picks
20,1676,0.00013728049010941975,0.8007984108997145,0.000873227094921351,0.5812751662122329,0.535455436107691,0.36144192789399865,0.09950285823068097,1.194959675970661,0.005069784540740004,1.194959675970661,5269,0,ok,,0.13831848120883378,1.8084378059768746,5.727563262819042,7.536001068795917,3.1794590771771416,36.93120312524785,38.84941969387719,1.8084378059768746,3.1794590771771416,5.727563262819042,36.93120312524785,7.536001068795917,38.84941969387719,5.727563262819042,36.93120312524785,7.536001068795917,38.84941969387719,17.903994371644835,92.78030954707648,17.903994371644835,92.78030954707648,10.407147304240732,53.9308898531993,10.407147304240732,53.9308898531993,7.496847067404103,38.84941969387719,7.496847067404103,38.84941969387719,351.7769425719141,400.8993932412788,533.6476783236661,0.36144826145745906,0.480447066879676,0.535455436107691,511.5044354341112,1471.6914918607486,3151.475299098734,0.0995047181175363,0.23553617744100466,0.36143512992696014,3151.512477394029,3151.512477394024,3151.512477394029,0.09950285823068097,0.099502858230681,0.09950285823068097,0.005462696361887746,1.2875698803513027,1349.0,0.006502470913891294,1.5326470925602735,992.0,0.004291404373863295,1.011493711190782,976.0,0.004929618165059302,1.1619221443912728,976.0,0.00416273288899838,0.9811655513596742,976.0
21,1314,0.00010325064135030743,0.5006514519602627,0.0010357100034666417,0.4698136443664744,0.5574480341278899,0.2947240557138515,0.09933173807799256,1.1960638951985754,0.005074469346163851,1.1960638951985754,5269,0,ok,,0.10499806276636962,1.7495370472662652,7.761848212975548,9.511385260241813,3.2835556316876398,47.34457686142956,49.190854193314884,1.7495370472662652,3.2835556316876398,7.761848212975548,47.34457686142956,9.511385260241813,49.190854193314884,7.761848212975548,47.34457686142956,9.511385260241813,49.190854193314884,17.903994371644835,92.78030954707648,17.903994371644835,92.78030954707648,8.411540844459306,43.5894553537616,8.411540844459306,43.5894553537616,9.492453527185528,49.190854193314884,9.492453527185528,49.190854193314884,346.0869082872522,402.46233890602167,579.137504377192,0.2947258326943511,0.4781289785827705,0.5574480341278899,587.437957912992,1601.0438170065536,3154.043128030845,0.09933503621785861,0.19987507205820856,0.2947229613682944,3154.114595008048,3154.1145950080463,3154.114595008048,0.09933173807799256,0.09933173807799273,0.09933173807799256,0.0054794477665461834,1.2915182242940961,1349.0,0.006399362547061908,1.5083442174328976,992.0,0.004380181026550514,1.0324185688995073,976.0,0.0048730515229683784,1.148589258987458,976.0,0.004240303867692274,0.9994492063789175,976.0
22,1279,0.00013415030972219004,0.5760288164773395,0.0009889231569279373,0.5501896773935822,0.5783281141829955,0.3437058180731465,0.0995052381319127,1.1972676177314834,0.005079576308357971,1.1972676177314834,5269,0,ok,,0.1257910370657368,1.7649862615597873,6.318846972127822,8.08383323368761,3.2530367188411344,39.86823458389878,41.733540968893784,1.7649862615597873,3.2530367188411344,6.318846972127822,39.86823458389878,8.08383323368761,41.733540968893784,6.318846972127822,39.86823458389878,8.08383323368761,41.733540968893784,17.903994371644835,92.78030954707648,17.903994371644835,92.78030954707648,9.850592887391782,51.0467685781827,9.850592887391782,51.0467685781827,8.053401484253053,41.733540968893784,8.053401484253053,41.733540968893784,340.72278228223115,392.1230388597246,544.2517378767113,0.34370582494729296,0.506924694946426,0.5783281141829955,526.6979317391414,1502.686611797237,3151.394409223977,0.09950926464010845,0.22589551970830582,0.3437023354411365,3151.476319560401,3151.476319560396,3151.476319560401,0.0995052381319127,0.09950523813191285,0.0995052381319127,0.005463730549379921,1.287813640680881,1349.0,0.0064498981931061855,1.5202555834360811,992.0,0.0043358269174124196,1.021964205117829,976.0,0.004944352446194287,1.1653950477600916,976.0,0.004204073435697035,0.9909096116625334,976.0
23,1372,0.00012629030026850045,0.6419865562371484,0.0007218660873740707,0.5524313164677128,0.5325302995319043,0.3288029045227131,0.09823351146842989,1.1975342944248548,0.0050807077217475734,1.1975342944248548,5269,0,ok,,0.12604933488312023,1.7812476053130462,6.2619875907014135,8.043235196014459,3.009094216492338,39.633575793788104,41.52556100170312,1.7812476053130462,3.009094216492338,6.2619875907014135,39.633575793788104,8.043235196014459,41.52556100170312,6.2619875907014135,39.633575793788104,8.043235196014459,41.52556100170312,17.903994371644835,92.78030954707648,17.903994371644835,92.78030954707648,9.890727180758276,51.25474854537337,9.890727180758276,51.25474854537337,8.013267190886557,41.52556100170312,8.013267190886557,41.52556100170312,352.53732664289237,402.33320781036923,553.9253381500388,0.3288031053529587,0.4717345837033204,0.5325302995319043,541.8825094293957,1528.4373972318251,3170.892699613807,0.09823495038695723,0.21813920212915586,0.32879853748115967,3170.9226775148377,3170.922677514841,3170.9226775148377,0.09823351146842989,0.09823351146843007,0.09823351146842989,0.005471478272100427,1.2896397964390223,1349.0,0.0065565633303476265,1.545396797389287,992.0,0.0042376834794428655,0.998831574945418,976.0,0.005014812248046821,1.182002582323754,976.0,0.00412300127880013,0.971800721026793,976.0
24,646,8.943818192376503e-05,0.9125731598736332,0.0010856675918457937,0.4206103433630134,0.5766447114662289,0.2707040375086496,0.09397573878570922,1.1980596539543096,0.005082936633462604,1.1980596539543096,5269,0,ok,,0.09931551078393387,1.7939187144471664,8.595529628458266,10.38944834290543,3.3548149947148107,51.86067367133221,53.755951691153975,1.7939187144471664,3.3548149947148107,8.595529628458266,51.86067367133221,10.38944834290543,53.755951691153975,8.595529628458266,51.86067367133221,10.38944834290543,53.755951691153975,17.903994371644835,92.78030954707648,17.903994371644835,92.78030954707648,7.5306052202269935,39.02435785592251,7.5306052202269935,39.02435785592251,10.373389151417843,53.755951691153975,10.373389151417843,53.755951691153975,341.1371821592706,405.9862710469124,599.9959819450974,0.27072098068309197,0.47982291314828074,0.5766447114662289,631.7356552546548,1686.3356035915328,3237.867456800833,0.09397683000961113,0.18450224042932464,0.27070350488479944,3237.892689105786,3237.8926891057845,3237.892689105786,0.09397573878570922,0.09397573878570921,0.09397573878570922,0.0054578624201904995,1.2864305093666415,1349.0,0.006508059761979188,1.5339643966875975,992.0,0.004210906881508582,0.9925202702866054,976.0,0.005055114751775998,1.1915019735523196,976.0,0.004182739351858755,0.9858811198783833,976.0
25,1253,0.00011555126448552412,0.6349899903761715,0.0012087573259185057,0.5348445397115174,0.5122347201101762,0.34380444985268577,0.09760361811089693,1.1990518407928221,0.005087146125712902,1.1990518407928221,5269,0,ok,,0.12114167635283482,1.7627322275448918,6.59437970291402,8.357111930458911,3.4253428978191205,41.30111815850536,43.15726759307827,1.7627322275448918,3.4253428978191205,6.59437970291402,41.30111815850536,8.357111930458911,43.15726759307827,6.59437970291402,41.30111815850536,8.357111930458911,43.15726759307827,17.903994371644835,92.78030954707648,17.903994371644835,92.78030954707648,9.575853628699978,49.62304195399822,9.575853628699978,49.62304195399822,8.328140742944857,43.15726759307827,8.328140742944857,43.15726759307827,358.0570455943178,407.08090150891985,544.1810471284473,0.3438101332155259,0.45992764646537027,0.5122347201101762,526.6359448237192,1513.5519811702459,3180.646624328287,0.09760368592648613,0.22451319880467574,0.34379469073592633,3180.648019667246,3180.6480196672487,3180.648019667246,0.09760361811089693,0.097603618110897,0.09760361811089693,0.005484673857210642,1.292750025676741,1349.0,0.006469682101544533,1.524918695374458,992.0,0.004290962524435317,1.011389566281853,976.0,0.0050212048489720875,1.183509332811646,976.0,0.004169207296401929,0.9826915838194122,976.0
26,916,0.00011659569695734827,0.5366719559563877,0.0016806948643280268,0.47086046493761424,0.505737551297375,0.2589376436384716,0.09818618213679517,1.2001630339617346,0.0050918605190625795,1.2001630339617346,5269,0,ok,,0.10680614748805373,1.7356282462720218,7.759666437478978,9.495294683751,3.7109046522274,47.28220321801561,49.093729856684284,1.7356282462720218,3.7109046522274,7.759666437478978,47.28220321801561,9.495294683751,49.093729856684284,7.759666437478978,47.28220321801561,9.495294683751,49.093729856684284,17.903994371644835,92.78030954707648,17.903994371644835,92.78030954707648,8.430283114073116,43.6865796903922,8.430283114073116,43.6865796903922,9.47371125757172,49.093729856684284,9.47371125757172,49.093729856684284,359.91725440910824,423.90638084538995,611.3807963128922,0.2589382041910594,0.4275849234176189,0.505737551297375,658.2338962022222,1699.7605237388038,3171.6109061003217,0.09818791961248416,0.18030834399156165,0.25893648494221116,3171.651264346675,3171.6512643466713,3171.651264346675,0.09818618213679517,0.09818618213679517,0.09818618213679517,0.00542284939262764,1.278177859626785,1349.0,0.006647058166882218,1.566726634914613,992.0,0.0042551348193015015,1.002944895197029,976.0,0.005101181628696961,1.2023600405719526,976.0,0.004033078587804579,0.9506057394982942,976.0
27,1505,9.793208798270314e-05,0.9317707230366044,0.0005868861585404189,0.492917672444827,0.5249139786091899,0.30605762109627144,0.09919812032598907,1.2004398035436812,0.005093034752951902,1.2004398035436812,5269,0,ok,,0.11068061474880538,1.8168555240343607,7.28374750599254,9.100603030026901,2.8871579561625906,45.11080716065896,47.04725531642099,1.8168555240343607,2.8871579561625906,7.28374750599254,45.11080716065896,9.100603030026901,47.04725531642099,7.28374750599254,45.11080716065896,9.100603030026901,47.04725531642099,17.903994371644835,92.78030954707648,17.903994371644835,92.78030954707648,8.825195233136455,45.7330542306555,8.825195233136455,45.7330542306555,9.07879913850838,47.04725531642099,9.07879913850838,47.04725531642099,354.558147275588,409.97120659117866,570.2202725918851,0.30606529998098475,0.4570410485198429,0.5249139786091899,570.3488032002872,1573.5006296284405,3155.990150397092,0.09920559577304969,0.20618692924862553,0.30605466344814647,3156.149580772932,3156.1495807729293,3156.149580772932,0.09919812032598907,0.09919812032598879,0.09919812032598907,0.005534941903217783,1.3045983177462899,1349.0,0.006403780150344341,1.5093854565120974,992.0,0.004374902792899802,1.0311744772971387,976.0,0.004861779478611693,1.1459324126533086,976.0,0.004289769439685891,1.01110835350957,976.0
28,1613,0.00010485363531054337,0.7559458497912014,0.000417566373749382,0.5047805110133395,0.5131542313278299,0.29170540004433865,0.09657813627884969,1.200495861062347,0.005093272584861412,1.200495861062347,5269,0,ok,,0.11184295492703086,1.8003480890724923,7.087628750606476,8.887976839678968,2.653693127749048,44.02362174393008,45.94661748192739,1.8003480890724923,2.653693127749048,7.087628750606476,44.02362174393008,8.887976839678968,45.94661748192739,7.087628750606476,44.02362174393008,8.887976839678968,45.94661748192739,17.903994371644835,92.78030954707648,17.903994371644835,92.78030954707648,9.037587428098833,46.833692065149094,9.037587428098833,46.833692065149094,8.866406943546,45.94661748192739,8.866406943546,45.94661748192739,357.79751413802563,409.5104028725322,581.5817064620722,0.29172255798677804,0.4496000435064565,0.5131542313278299,592.3727688141655,1606.124484903143,3196.554663024655,0.09658087326024903,0.19830369960766142,0.2917039524424265,3196.6150708086916,3196.6150708086843,3196.6150708086916,0.09657813627884969,0.09657813627884979,0.09657813627884969,0.00549709437124721,1.2956775689104345,1349.0,0.006595326402834595,1.5545333411943407,992.0,0.004186486056909058,0.9867642267277753,976.0,0.005102757411133548,1.2027314560541478,976.0,0.004084698682182654,0.9627727124250364,976.0
29,1519,0.00013740904219194217,0.5776568115406051,0.0011919630569110543,0.5954565442853503,0.5427045571603717,0.3744518364214618,0.09935499124336,1.2008510275568685,0.00509477942868177,1.2008510275568685,5269,0,ok,,0.1409014593826682,1.7597688084540792,5.524933640404458,7.284702448858537,3.41101531917198,35.68040772739816,37.533667046449224,1.7597688084540792,3.41101531917198,5.524933640404458,35.68040772739816,7.284702448858537,37.533667046449224,5.524933640404458,35.68040772739816,7.284702448858537,37.533667046449224,17.903994371644835,92.78030954707648,17.903994371644835,92.78030954707648,10.661050617443998,55.24664250062726,10.661050617443998,55.24664250062726,7.242943754200839,37.533667046449224,7.242943754200839,37.533667046449224,349.92948647774233,396.42532200737594,526.4542299545938,0.3744567342320241,0.49069957805314773,0.5427045571603717,501.98666987208395,1453.6877755270368,3153.6304366587556,0.09936157924471783,0.24202687044480078,0.3744445878033902,3153.76073329003,3153.760733290033,3153.76073329003,0.09935499124336,0.09935499124335997,0.09935499124336,0.005453929953711653,1.2855036181286479,1349.0,0.006562282644590216,1.5467448526841776,992.0,0.004301608807394994,1.0138989192402592,976.0,0.005031730282207466,1.1859902012168668,976.0,0.004124345455504524,0.9721175465143898,976.0
30,1394,9.19319134046201e-05,0.4106351536005304,0.0006706170022270244,0.4626598888959981,0.49666423104258306,0.3006136325669993,0.0969280758573352,1.2012367871265417,0.005096416067927513,1.2012367871265417,5269,0,ok,,0.10280253131861036,1.7530964360367967,7.883913806669839,9.637010242706634,2.936011196491592,47.993001665382664,49.85458184028977,1.7530964360367967,2.936011196491592,7.883913806669839,47.993001665382664,9.637010242706634,49.85458184028977,7.883913806669839,47.993001665382664,9.637010242706634,49.85458184028977,17.903994371644835,92.78030954707648,17.903994371644835,92.78030954707648,8.283460046779775,42.92572770678672,8.283460046779775,42.92572770678672,9.620534324865062,49.85458184028977,9.620534324865062,49.85458184028977,362.59399780150744,412.51682297747885,574.4354044489683,0.3006171910623804,0.440044150670564,0.49666423104258306,578.3475263720704,1595.028525500318,3191.137318722324,0.09692855136479694,0.2021402043810864,0.3006023612740404,3191.14766008106,3191.1476600810597,3191.14766008106,0.0969280758573352,0.09692807585733496,0.0969280758573352,0.005537029497476991,1.305090368431974,1349.0,0.006448531297936745,1.5199334031549205,992.0,0.0043076665452267135,1.015326741740079,976.0,0.004948603079953289,1.1663969317452019,976.0,0.004240249919043825,0.9994364905605327,976.0
31,1276,0.00015263759359774763,0.5250201545287687,0.0009246606040837313,0.5518225042110942,0.5584870479782404,0.339434112551687,0.09727256060728323,1.2016483734547538,0.005098162280829848,1.2016483734547538,5269,0,ok,,0.12566188815704507,1.762425273978312,6.291894827615042,8.054320101593353,3.1949984156647946,39.71770274826806,41.582046791328246,1.762425273978312,3.1949984156647946,6.291894827615042,39.71770274826806,8.054320101593353,41.582046791328246,6.291894827615042,39.71770274826806,8.054320101593353,41.582046791328246,17.903994371644835,92.78030954707648,17.903994371644835,92.78030954707648,9.87982700954239,51.19826275574824,9.87982700954239,51.19826275574824,8.024167362102444,41.582046791328246,8.024167362102444,41.582046791328246,345.80818747002786,396.03029366925784,546.94421824323,0.3394375800246607,0.4924998133636714,0.5584870479782404,530.79656266447,1517.5123472624166,3185.7732015775446,0.09727310483336538,0.2227263666159706,0.33943214882880474,3185.784472447077,3185.7844724470688,3185.784472447077,0.09727256060728323,0.09727256060728337,0.09727256060728323,0.0054792628629425485,1.2914746420967642,1349.0,0.006558356756935843,1.545819512089983,992.0,0.004244614900193121,1.0004653264840058,976.0,0.005065652813587329,1.1939858185414383,976.0,0.004142924070490397,0.9764965680615779,976.0
32,1454,0.00010020346836054101,0.6099506520325733,0.0006444570172951438,0.43466668976702433,0.5563301196546124,0.2796248719787172,0.0981065241125087,1.2024329292497709,0.005101490869167102,1.2024329292497709,5269,0,ok,,0.09905721296655043,1.7727011073674819,8.363492664814538,10.136193772182022,2.91863675755612,50.56712706938074,52.45179952068891,1.7727011073674819,2.91863675755612,8.363492664814538,50.56712706938074,10.136193772182022,52.45179952068891,8.363492664814538,50.56712706938074,10.136193772182022,52.45179952068891,17.903994371644835,92.78030954707648,17.903994371644835,92.78030954707648,7.782269967130294,40.328510026387576,7.782269967130294,40.328510026387576,10.121724404514541,52.45179952068891,10.121724404514541,52.45179952068891,346.3882148545405,402.33725588217186,591.9078477678877,0.27963651637133013,0.4757644289896863,0.5563301196546124,613.8762844160838,1636.341983807106,3172.793777591984,0.09811030833990952,0.19187182780015974,0.27962338398414227,3172.8783101524346,3172.8783101524405,3172.8783101524346,0.0981065241125087,0.09810652411250878,0.0981065241125087,0.005546729830850775,1.307376758934765,1349.0,0.006409600009189038,1.5107572103969753,992.0,0.004369484787336607,1.0298974411390582,976.0,0.004872877363497399,1.1485482092064787,976.0,0.00430876235496169,1.0155850265715765,976.0
33,1689,0.00017721242318661875,0.8422758858640937,0.0015814769963276513,0.6320609960713923,0.5415763534643416,0.4000716123101349,0.09976038955805384,1.2026345722015706,0.005102346367758678,1.2026345722015706,5269,0,ok,,0.1605320935038099,1.8164248780608279,4.831896448330074,6.648321326390902,3.700751579161457,32.23079962754809,34.13749467893921,1.8164248780608279,3.700751579161457,4.831896448330074,32.23079962754809,6.648321326390902,34.13749467893921,4.831896448330074,32.23079962754809,6.648321326390902,34.13749467893921,17.903994371644835,92.78030954707648,17.903994371644835,92.78030954707648,11.316416516198435,58.64281486813727,11.316416516198435,58.64281486813727,6.5875778554463995,34.13749467893921,6.5875778554463995,34.13749467893921,350.21358509421196,397.92885735612634,513.5564844770066,0.40007681774466913,0.494246015271627,0.5415763534643416,486.4471337870311,1424.3211332223862,3147.1145729833725,0.09978575478590218,0.2547429848365505,0.4000704310638927,3147.6048634858325,3147.60486348584,3147.6048634858325,0.09976038955805384,0.09976038955805377,0.09976038955805384,0.00546400451751137,1.2878782155887398,1349.0,0.006637506084878699,1.5644751875949,992.0,0.004321417036062512,1.0185677635116246,976.0,0.004956342075829125,1.168221030566328,976.0,0.00413246212451169,0.974030663746261,976.0
34,1472,3.2636092669301734e-05,0.2810962532249339,0.0010246136795740736,0.49608704623720234,0.5429181660700572,0.27145077040675014,0.09836514046806943,1.2031718294647766,0.005104625757283007,1.2031718294647766,5269,0,ok,,0.10861423220973783,1.7372191432909017,7.306201976945672,9.043421120236575,3.267807654165603,44.92061286010092,46.753199834894005,1.7372191432909017,3.267807654165603,7.306201976945672,44.92061286010092,9.043421120236575,46.753199834894005,7.306201976945672,44.92061286010092,9.043421120236575,46.753199834894005,17.903994371644835,92.78030954707648,17.903994371644835,92.78030954707648,8.881939683676782,46.02710971218248,8.881939683676782,46.02710971218248,9.022054687968051,46.753199834894005,9.022054687968051,46.753199834894005,349.8758377193245,408.5462718971927,599.3125083439681,0.27146016584183413,0.46166047752005196,0.5429181660700572,630.185893603647,1658.775469968393,3168.612486332588,0.09837776050286468,0.18747559469540973,0.27144831306741346,3168.8982249617757,3168.8982249617707,3168.8982249617757,0.09836514046806943,0.09836514046806925,0.09836514046806943,0.005449978203960326,1.2845721817797429,1349.0,0.00664089916192373,1.5652749435241102,992.0,0.0042489014264504065,1.0014756704120926,976.0,0.0051382214834052664,1.211090418051422,976.0,0.004045128510675307,0.9534459335565164,976.0
35,1542,0.0001456680988169306,0.4614714461958125,0.0011372422258273732,0.4694469576516659,0.5527428599548734,0.2514508159652623,0.09832820310151336,1.2032277103669524,0.00510486283987221,1.2032277103669524,5269,0,ok,,0.10499806276636962,1.746790230892834,7.771520723672834,9.518310954565669,3.362615163476803,47.38480861386539,49.22487550022162,1.746790230892834,3.362615163476803,7.771520723672834,47.38480861386539,9.518310954565669,49.22487550022162,7.771520723672834,47.38480861386539,9.518310954565669,49.22487550022162,17.903994371644835,92.78030954707648,17.903994371644835,92.78030954707648,8.404975687581217,43.55543404685486,8.404975687581217,43.55543404685486,9.499018684063618,49.22487550022162,9.499018684063618,49.22487550022162,347.3650941743982,411.2279476593234,619.0427411046642,0.25145479043792973,0.4608470294690468,0.5527428599548734,677.0574927408192,1713.5436942479603,3169.4329958365884,0.09832960357499795,0.17698966791011564,0.2514455220578006,3169.4660479307977,3169.466047930801,3169.4660479307977,0.09832820310151336,0.09832820310151308,0.09832820310151336,0.005440325438140202,1.2822970030568708,1349.0,0.006672539444742713,1.5727326297040978,992.0,0.004263689009273391,1.004961137109256,976.0,0.005100270067544489,1.2021451835478265,976.0,0.004047490239660257,0.9540025984167109,976.0
36,201,0.00014815815943043862,0.31504670348191155,0.00021188148224059224,0.4284984453760736,0.5683677559871224,0.27408679151742676,0.0975024026186248,1.2036420397272027,0.005106620690473877,1.2036420397272027,5269,0,ok,,0.0946661500710319,1.7644255922927419,8.479573836746031,10.243999429038773,2.304738473144064,51.13547651795362,53.02409114464333,1.7644255922927419,2.304738473144064,8.479573836746031,51.13547651795362,10.243999429038773,53.02409114464333,8.479573836746031,51.13547651795362,10.243999429038773,53.02409114464333,17.903994371644835,92.78030954707648,17.903994371644835,92.78030954707648,7.671833754271785,39.756218402433156,7.671833754271785,39.756218402433156,10.23216061737305,53.02409114464333,10.23216061737305,53.02409114464333,343.2201692570439,393.0331305388029,596.80185017839,0.2741529127680819,0.49088041857278664,0.5683677559871224,624.8860049829057,1645.2545344808545,3182.216327015587,0.09750241341743646,0.18931217906827258,0.27406889600117196,3182.2165712699007,3182.2165712699048,3182.2165712699007,0.0975024026186248,0.09750240261862494,0.0975024026186248,0.005569993815877208,1.3128601327913028,1349.0,0.006441459415222918,1.5182665444140198,992.0,0.00432139406927258,1.0185623501873236,976.0,0.004914779744832949,1.1584246952032229,976.0,0.004285476407163728,1.0100964760401447,976.0
37,1373,0.00010878928110220314,0.5762760160860803,0.0007241218315613188,0.4508612153449605,0.49580221716135986,0.2900933116241736,0.09953647745332495,1.203673603623662,0.005106754604745239,1.203673603623662,5269,0,ok,,0.10202763786646003,1.768082813696457,8.079826478503046,9.847909292199503,3.003004883658493,49.07230858803284,50.94926642459994,1.768082813696457,3.003004883658493,8.079826478503046,49.07230858803284,9.847909292199503,50.94926642459994,8.079826478503046,49.07230858803284,9.847909292199503,50.94926642459994,17.903994371644835,92.78030954707648,17.903994371644835,92.78030954707648,8.072216661929122,41.831043122476544,8.072216661929122,41.831043122476544,9.831777709715713,50.94926642459994,9.831777709715713,50.94926642459994,362.85318916279624,415.45531833874145,582.910749808904,0.29011387341435374,0.43538421294207585,0.49580221716135986,595.1961134245131,1608.3520671133201,3150.931330413155,0.0995397083941561,0.1978287616263429,0.29007493366215215,3151.0017815534206,3151.0017815534193,3151.0017815534206,0.09953647745332495,0.09953647745332521,0.09953647745332495,0.005559878545883259,1.3104759407892177,1349.0,0.00638743528765741,1.5055329354309335,992.0,0.004422173821924424,1.0423163656894643,976.0,0.004838372810466688,1.1404154080632032,976.0,0.004325912557794412,1.0196273681454904,976.0
38,654,0.00011551921999186755,0.2934570454386838,0.00019306330379328674,0.4739062310192569,0.47338547273466786,0.2867060648214723,0.09581854301106056,1.2043747318963067,0.005109729240081651,1.2043747318963067,5269,0,ok,,0.10215678677515175,1.7640564927147986,7.670499228781868,9.434555721496666,2.2717202248396653,46.922385905489676,48.81114273682149,1.7640564927147986,2.2717202248396653,7.670499228781868,46.922385905489676,9.434555721496666,48.81114273682149,7.670499228781868,46.922385905489676,9.434555721496666,48.81114273682149,17.903994371644835,92.78030954707648,17.903994371644835,92.78030954707648,8.484814492856193,43.969166810255,8.484814492856193,43.969166810255,9.419179878788642,48.81114273682149,9.419179878788642,48.81114273682149,369.9043041702233,414.6602418802346,585.6421284989834,0.28679081280288055,0.42453001807163093,0.47338547273466786,600.938081800409,1618.3717517286898,3208.504564159723,0.09582058581084785,0.19546612692832074,0.28670187940335407,3208.5501696180495,3208.5501696180454,3208.5501696180495,0.09581854301106056,0.0958185430110607,0.09581854301106056,0.005527609786818358,1.3028701213374627,1349.0,0.006591883585237814,1.55372186130465,992.0,0.004178255663524271,0.9848243044030366,976.0,0.00516586945370247,1.2176071071458208,976.0,0.004085027711125345,0.9628502652905643,976.0
39,1515,0.00011455044722331408,0.8824428633330644,0.0007865073244731574,0.5893871302970853,0.5005491667575364,0.35670019826407284,0.09814222434322964,1.204492291928343,0.005110228005056747,1.204492291928343,5269,0,ok,,0.14180550174351025,1.8136160005658715,5.578931385600308,7.392547386166178,3.101237480857668,36.17009697495973,38.096789155049805,1.8136160005658715,3.101237480857668,5.578931385600308,36.17009697495973,7.392547386166178,38.096789155049805,5.578931385600308,36.17009697495973,7.392547386166178,38.096789155049805,17.903994371644835,92.78030954707648,17.903994371644835,92.78030954707648,10.552383863558918,54.68352039202668,10.552383863558918,54.68352039202668,7.351610508085918,38.096789155049805,7.351610508085918,38.096789155049805,361.4364624158278,409.03765138439434,536.3894877890481,0.35670496794908657,0.455056981268732,0.5005491667575364,515.2757630815826,1481.710772188517,3172.256217248438,0.0981457821653941,0.23270285330660356,0.3566987218029798,3172.3282638019073,3172.328263801908,3172.3282638019073,0.09814222434322964,0.09814222434322954,0.09814222434322964,0.005517320576338421,1.300444931169656,1349.0,0.006621492501554164,1.5607007498082752,992.0,0.0042448629112690674,1.0005237832552092,976.0,0.005034266983661419,1.1865881074835118,976.0,0.004133197052460665,0.9742038879250624,976.0
40,864,0.00015400103772036716,0.7148248277567723,0.0016499357398611178,0.5510017759285202,0.5389441591817343,0.3179610700454768,0.09771025003530254,1.2058721470370382,0.005116082234483226,1.2058721470370382,5269,0,ok,,0.12979465323518016,1.775559202517806,6.298886032871059,8.074445235388865,3.71294241485614,39.800096761551906,41.65819421543951,1.775559202517806,3.71294241485614,6.298886032871059,39.800096761551906,8.074445235388865,41.65819421543951,6.298886032871059,39.800096761551906,8.074445235388865,41.65819421543951,17.903994371644835,92.78030954707648,17.903994371644835,92.78030954707648,9.865132694990534,51.12211533163698,9.865132694990534,51.12211533163698,8.038861676654301,41.65819421543951,8.038861676654301,41.65819421543951,350.88130556699883,407.7229391499564,561.4436451942096,0.3179664462835887,0.4675435777746937,0.5389441591817343,554.5585048933848,1564.6833727279484,3178.8342859792374,0.09771795012786152,0.2107010156902628,0.3179587295411283,3178.9972749749822,3178.9972749749836,3178.9972749749822,0.09771025003530254,0.0977102500353025,0.09771025003530254,0.005461832504402802,1.2873662671894417,1349.0,0.006627712741530896,1.5621668744309936,992.0,0.004247038155681821,1.001036493280208,976.0,0.005133194936251019,1.209905649525181,976.0,0.004110632834549595,0.9688854507593659,976.0
