behavioral_id,soil_exceeds_rd_depth_fraction,mean_H_soil_m,mean_H_weathered_m,mean_D_fresh_m,max_H_soil_m,max_H_weathered_m,max_D_fresh_m,mean_H_m_m,max_H_m_m,mean_H_w_m,max_H_w_m,mean_D_f_m,max_D_f_m,mean_h_weathered,max_h_weathered,mean_d_fresh,max_d_fresh,mean_z_s_relief,max_z_s_relief,mean_Zs_m,max_Zs_m,mean_z_b_relief,max_z_b_relief,mean_Zb_m,max_Zb_m,mean_D_fresh_raw_m,max_D_fresh_raw_m,mean_D_fresh_geometric_m,max_D_fresh_geometric_m,min_Vp_m_per_s_soil,mean_Vp_m_per_s_soil,max_Vp_m_per_s_soil,min_phi_soil,mean_phi_soil,max_phi_soil,min_Vp_m_per_s_weathered,mean_Vp_m_per_s_weathered,max_Vp_m_per_s_weathered,min_phi_weathered,mean_phi_weathered,max_phi_weathered,min_Vp_m_per_s_fresh,mean_Vp_m_per_s_fresh,max_Vp_m_per_s_fresh,min_phi_fresh,mean_phi_fresh,max_phi_fresh
10,0.13134444013948082,1.831958427503621,6.200252184345107,8.032210611848727,3.2413712152819603,39.50039099471496,41.443868194547086,1.831958427503621,3.2413712152819603,6.200252184345107,39.50039099471496,8.032210611848727,41.443868194547086,6.200252184345107,39.50039099471496,8.032210611848727,41.443868194547086,17.903994371644835,92.78030954707648,17.903994371644835,92.78030954707648,9.90649159851745,51.3364413525294,9.90649159851745,51.3364413525294,7.997502773127386,41.443868194547086,7.997502773127386,41.443868194547086,350.01718171629466,408.49823540278845,556.2620518236874,0.3253684055327061,0.46983195681406154,0.542355772514471,545.7207352402937,1540.3846919413952,3144.3107990448143,0.09997698973644759,0.21586958127146189,0.325366343460022,3144.367868428599,3144.3678684286015,3144.367868428599,0.09997423428208566,0.09997423428208553,0.09997423428208566
11,0.11403848637479014,1.7234961029928715,6.998900519475136,8.722396622468006,3.5999120755455976,43.26407185130551,45.06668873624503,1.7234961029928715,3.5999120755455976,6.998900519475136,43.26407185130551,8.722396622468006,45.06668873624503,6.998900519475136,43.26407185130551,8.722396622468006,45.06668873624503,17.903994371644835,92.78030954707648,17.903994371644835,92.78030954707648,9.207388966669386,47.71362081083146,9.207388966669386,47.71362081083146,8.69660540497545,45.06668873624503,8.69660540497545,45.06668873624503,345.70622940249405,403.4168198138241,574.0717705085743,0.3010825135224478,0.478605911586631,0.5588683115217716,577.6125367431562,1590.042904462578,3146.5322259690506,0.09983049542215094,0.2029633277107719,0.3010738358463599,3146.5686540554043,3146.5686540554107,3146.5686540554043,0.099828793934398,0.09982879393439785,0.099828793934398
12,0.11726720909208317,1.8461623583401563,6.95332214577351,8.799484504113666,2.9687191007454823,43.49821652935397,45.46628491153722,1.8461623583401563,2.9687191007454823,6.95332214577351,43.49821652935397,8.799484504113666,45.46628491153722,6.95332214577351,43.49821652935397,8.799484504113666,45.46628491153722,17.903994371644835,92.78030954707648,17.903994371644835,92.78030954707648,9.130278125928633,47.31402463553926,9.130278125928633,47.31402463553926,8.7737162457162,45.46628491153722,8.7737162457162,45.46628491153722,337.0809171697789,409.94665276202454,596.371593120417,0.27465805355907813,0.4839367833035273,0.5936921258906307,623.6241998707767,1656.2336112651903,3164.167504287626,0.0986731612706882,0.1887782708935466,0.2746415944848708,3164.1798549864143,3164.1798549864147,3164.1798549864143,0.09867261182608683,0.09867261182608705,0.09867261182608683
13,0.09337466098411469,1.7417995624080103,8.944095630245442,10.685895192653453,3.217067915678341,53.46911706436733,55.30882082103809,1.7417995624080103,3.217067915678341,8.944095630245442,53.46911706436733,10.685895192653453,55.30882082103809,8.944095630245442,53.46911706436733,10.685895192653453,55.30882082103809,17.903994371644835,92.78030954707648,17.903994371644835,92.78030954707648,7.230945084395703,37.471488726038395,7.230945084395703,37.471488726038395,10.673049287249132,55.30882082103809,10.673049287249132,55.30882082103809,341.6141489164745,404.01721088913985,618.3786886473002,0.25208678090232817,0.4787022747203489,0.574722552504016,675.3744866905258,1728.2716865389673,3215.9770120611092,0.0953468057424586,0.1757195627462678,0.2520771886993622,3216.0725685147336,3216.0725685147336,3216.0725685147336,0.09534279602730988,0.09534279602731013,0.09534279602730988
14,0.09841146842309183,1.7426841266775928,8.450896800518262,10.193580927195855,3.2658487615081784,50.90678292577743,52.745744064445276,1.7426841266775928,3.2658487615081784,8.450896800518262,50.90678292577743,10.193580927195855,52.745744064445276,8.450896800518262,50.90678292577743,10.193580927195855,52.745744064445276,17.903994371644835,92.78030954707648,17.903994371644835,92.78030954707648,7.725546924464443,40.03456548263121,7.725546924464443,40.03456548263121,10.17844744718039,52.745744064445276,10.17844744718039,52.745744064445276,370.73444462320083,425.62063014866555,594.4543560081183,0.27678603255049905,0.412641566854384,0.4708694046572426,619.3667593930901,1642.895857327462,3149.130711579393,0.09965836802519337,0.19058859389422275,0.276783479663079,3149.1962362709405,3149.1962362709437,3149.1962362709405,0.09965542891423755,0.09965542891423768,0.09965542891423755
15,0.10861423220973783,1.7622981979232224,7.400542704599009,9.16284090252223,3.226214541384157,45.509899955303354,47.373042156501306,1.7622981979232224,3.226214541384157,7.400542704599009,45.509899955303354,9.16284090252223,47.373042156501306,7.400542704599009,45.509899955303354,9.16284090252223,47.373042156501306,17.903994371644835,92.78030954707648,17.903994371644835,92.78030954707648,8.762327521446027,45.40726739057518,8.762327521446027,45.40726739057518,9.141666850198806,47.373042156501306,9.141666850198806,47.373042156501306,350.5776293473163,409.6174620697901,595.9177045265076,0.27516599814805665,0.45983028387936986,0.5401379132803009,622.588116194545,1648.2862882853296,3167.3356277575094,0.09846437277232825,0.189517595323042,0.27516241512114586,3167.456146332758,3167.456146332762,3167.456146332758,0.09845901127147498,0.09845901127147501,0.09845901127147498
16,0.11261784837918119,1.8016852723398504,7.051450546127624,8.853135818467473,2.819271268180716,43.83981453084372,45.76049036418337,1.8016852723398504,2.819271268180716,7.051450546127624,43.83981453084372,8.853135818467473,45.76049036418337,7.051450546127624,43.83981453084372,8.853135818467473,45.76049036418337,17.903994371644835,92.78030954707648,17.903994371644835,92.78030954707648,9.073504735173659,47.019819182893116,9.073504735173659,47.019819182893116,8.83048963647118,45.76049036418337,8.83048963647118,45.76049036418337,347.6790021283983,404.3809528722348,586.6473672590726,0.28570039218997006,0.47237711072196253,0.5516019957290678,602.6887234861458,1615.387682637743,3167.655573000593,0.09844549740286138,0.19571662937829454,0.2856993640703658,3167.6821656356474,3167.6821656356387,3167.6821656356474,0.09844429283137056,0.09844429283137048,0.09844429283137056
17,0.09608678806664084,1.7222026462901923,8.904791400525111,10.626994046815303,3.589414786385276,53.19178694079134,54.993411101425956,1.7222026462901923,3.589414786385276,8.904791400525111,53.19178694079134,10.626994046815303,54.993411101425956,8.904791400525111,53.19178694079134,10.626994046815303,54.993411101425956,17.903994371644835,92.78030954707648,17.903994371644835,92.78030954707648,7.291810303236478,37.78689844565053,7.291810303236478,37.78689844565053,10.612184068408357,54.993411101425956,10.612184068408357,54.993411101425956,353.265549878675,414.2163845715935,598.7221726668682,0.2720901821673415,0.44975810579669045,0.529759701078797,628.8810495712605,1673.5864918561963,3189.009027640429,0.09706500230134135,0.18629590055314554,0.27207014485830006,3189.023649243378,3189.023649243382,3189.023649243378,0.09706435946655007,0.0970643594665502,0.09706435946655007
18,0.1078393387575875,1.7340292119431668,7.55100813657805,9.285037348521216,3.539579045920309,46.18649227320401,48.00423181349605,1.7340292119431668,3.539579045920309,7.55100813657805,46.18649227320401,9.285037348521216,48.00423181349605,7.55100813657805,46.18649227320401,9.285037348521216,48.00423181349605,17.903994371644835,92.78030954707648,17.903994371644835,92.78030954707648,8.64052564213089,44.776077733580436,8.64052564213089,44.776077733580436,9.263468729513944,48.00423181349605,9.263468729513944,48.00423181349605,343.2796610475964,404.8766784571847,594.6220732346183,0.276593278563528,0.47776689076942025,0.5681357400532934,619.7718646651122,1656.5164813801523,3184.5106606978516,0.09735316016670126,0.18913684388587282,0.2765797008429923,3184.5804369068173,3184.580436906818,3184.5804369068173,0.09735006375477931,0.09735006375477956,0.09735006375477931
19,0.11455508200955702,1.7960266021512032,6.868090729048488,8.66411733119969,2.9193983355012754,42.86052287832179,44.772079235970985,1.7960266021512032,2.9193983355012754,6.868090729048488,42.86052287832179,8.66411733119969,44.772079235970985,6.868090729048488,42.86052287832179,8.66411733119969,44.772079235970985,17.903994371644835,92.78030954707648,17.903994371644835,92.78030954707648,9.264240327270453,48.0082303111055,9.264240327270453,48.0082303111055,8.639754044374383,44.772079235970985,8.639754044374383,44.772079235970985,343.16268600228034,397.70474968312004,567.3006152010224,0.3099451455711761,0.4909322787167561,0.5685921640063264,564.948500154446,1564.9094793754348,3171.9229591758567,0.09816846533820339,0.20816963393386925,0.3099427444814926,3171.9270139296596,3171.9270139296596,3171.9270139296596,0.09816827525632851,0.09816827525632853,0.09816827525632851
20,0.13831848120883378,1.8084378059768746,5.727563262819042,7.536001068795917,3.1794590771771416,36.93120312524785,38.84941969387719,1.8084378059768746,3.1794590771771416,5.727563262819042,36.93120312524785,7.536001068795917,38.84941969387719,5.727563262819042,36.93120312524785,7.536001068795917,38.84941969387719,17.903994371644835,92.78030954707648,17.903994371644835,92.78030954707648,10.407147304240732,53.9308898531993,10.407147304240732,53.9308898531993,7.496847067404103,38.84941969387719,7.496847067404103,38.84941969387719,351.7769425719141,400.8993932412788,533.6476783236661,0.36144826145745906,0.480447066879676,0.535455436107691,511.5044354341112,1471.6914918607486,3151.475299098734,0.0995047181175363,0.23553617744100466,0.36143512992696014,3151.512477394029,3151.512477394024,3151.512477394029,0.09950285823068097,0.099502858230681,0.09950285823068097
